lm_key,gearnet_layers,r,lora_dropout,early_stop_metric,train_layer,bias,patience,lr,gpu,sensitivity,specificity,accuracy,precision,mcc,micro_auroc,train_bce,valid_bce,valid_mcc,epoch_count
facebook/esm2_t33_650M_UR50D,4,4,0,valid_mcc,5,all,5,0.001,1,0.5199,0.9917,0.9673,0.7743,0.6189,0.9426,0.0489,0.1109,0.645,9
facebook/esm2_t33_650M_UR50D,1,6,0,valid_mcc,33,all,5,0.001,1,0.4689,0.9936,0.9664,0.7989,0.5969,0.934,0.0562,0.0978,0.6492,8
facebook/esm2_t33_650M_UR50D,3,8,0,valid_mcc,5,all,5,0.001,0,0.5933,0.9871,0.9667,0.7154,0.6344,0.9315,0.0046,0.1793,0.6515,16
facebook/esm2_t33_650M_UR50D,2,6,0,valid_mcc,33,all,5,0.001,1,0.5439,0.9903,0.9672,0.7544,0.6244,0.9235,0.0043,0.2106,0.6549,20
facebook/esm2_t33_650M_UR50D,4,8,0,valid_mcc,5,all,5,0.001,0,0.5598,0.9909,0.9686,0.7714,0.6417,0.9227,0.0026,0.2249,0.6569,19
facebook/esm2_t33_650M_UR50D,3,6,0,valid_mcc,33,all,5,0.001,1,0.6348,0.9731,0.9556,0.5629,0.5744,0.9373,0.0296,0.1134,0.6484,10
facebook/esm2_t33_650M_UR50D,4,6,0,valid_mcc,33,all,5,0.001,1,0.5423,0.9882,0.9651,0.7143,0.6048,0.9268,0.0089,0.169,0.6652,17
facebook/esm2_t33_650M_UR50D,1,6,0,valid_mcc,5,all,5,0.001,1,0.5167,0.9918,0.9672,0.7751,0.6173,0.9286,0.0017,0.2305,0.6473,20
facebook/esm2_t33_650M_UR50D,2,6,0,valid_mcc,5,all,5,0.001,1,0.5215,0.9927,0.9683,0.7956,0.6292,0.9219,0.0011,0.2486,0.6536,20
facebook/esm2_t33_650M_UR50D,3,6,0,valid_mcc,5,all,5,0.001,1,0.5407,0.9925,0.9691,0.7976,0.642,0.9269,0.0,0.2828,0.6495,27
facebook/esm2_t33_650M_UR50D,4,6,0,valid_mcc,5,all,5,0.001,1,0.4928,0.9935,0.9675,0.8047,0.6149,0.9266,0.0012,0.2549,0.6491,18
facebook/esm2_t33_650M_UR50D,1,8,0,valid_mcc,33,all,5,0.001,1,0.6491,0.9822,0.965,0.6661,0.6391,0.9353,0.0222,0.125,0.6558,11
facebook/esm2_t33_650M_UR50D,2,8,0,valid_mcc,33,all,5,0.001,1,0.622,0.9845,0.9657,0.6866,0.6356,0.9326,0.0075,0.1512,0.6674,16
facebook/esm2_t33_650M_UR50D,3,8,0,valid_mcc,33,all,5,0.001,1,0.6029,0.9852,0.9654,0.6898,0.6269,0.937,0.0067,0.154,0.6646,17
facebook/esm2_t33_650M_UR50D,4,8,0,valid_mcc,33,all,5,0.001,1,0.5439,0.9909,0.9677,0.7646,0.6291,0.9269,0.016,0.14,0.6497,13
facebook/esm2_t33_650M_UR50D,1,8,0,valid_mcc,5,all,5,0.001,1,0.6268,0.9862,0.9676,0.7132,0.6518,0.9318,0.0036,0.1883,0.6454,16
facebook/esm2_t33_650M_UR50D,2,8,0,valid_mcc,5,all,5,0.001,1,0.4577,0.9933,0.9656,0.7885,0.5853,0.926,0.0063,0.2033,0.6489,14
facebook/esm2_t33_650M_UR50D,3,8,0,valid_mcc,5,all,5,0.001,1,0.6013,0.9855,0.9656,0.6943,0.6283,0.9248,0.0209,0.1328,0.6471,11
facebook/esm2_t33_650M_UR50D,4,8,0,valid_mcc,5,all,5,0.001,1,0.5279,0.9874,0.9636,0.6954,0.5875,0.9289,0.0073,0.1945,0.6506,15
facebook/esm2_t33_650M_UR50D,1,2,0,valid_mcc,33,all,5,0.001,1,0.5247,0.9937,0.9694,0.8204,0.642,0.9227,0.0022,0.2085,0.6534,20
facebook/esm2_t33_650M_UR50D,2,2,0,valid_mcc,33,all,5,0.001,1,0.5375,0.9891,0.9657,0.7294,0.6091,0.9259,0.0033,0.2058,0.6623,22
facebook/esm2_t33_650M_UR50D,3,2,0,valid_mcc,33,all,5,0.001,1,0.5758,0.9852,0.964,0.6798,0.607,0.9185,0.02,0.1361,0.6422,11
facebook/esm2_t33_650M_UR50D,4,2,0,valid_mcc,33,all,5,0.001,1,0.555,0.9896,0.9671,0.7452,0.6267,0.938,0.0058,0.1844,0.6526,19
facebook/esm2_t33_650M_UR50D,1,2,0,valid_mcc,5,all,5,0.001,1,0.5279,0.9919,0.9679,0.7807,0.6266,0.9289,0.0023,0.2212,0.6386,20
facebook/esm2_t33_650M_UR50D,2,2,0,valid_mcc,5,all,5,0.001,1,0.6491,0.9739,0.957,0.5757,0.5887,0.9404,0.0231,0.1418,0.625,11
facebook/esm2_t33_650M_UR50D,3,2,0,valid_mcc,5,all,5,0.001,1,0.5646,0.9885,0.9665,0.7284,0.6244,0.9344,0.0023,0.2361,0.6391,20
facebook/esm2_t33_650M_UR50D,4,2,0,valid_mcc,5,all,5,0.001,1,0.5295,0.9913,0.9674,0.7685,0.6222,0.9275,0.0008,0.2668,0.6543,20
facebook/esm2_t33_650M_UR50D,1,4,0,valid_mcc,33,all,5,0.001,1,0.6093,0.9865,0.967,0.7114,0.6412,0.9337,0.0017,0.1807,0.6744,20
facebook/esm2_t33_650M_UR50D,2,4,0,valid_mcc,33,all,5,0.001,1,0.5726,0.9893,0.9677,0.7448,0.6368,0.9287,0.003,0.1953,0.6657,20
facebook/esm2_t33_650M_UR50D,3,4,0,valid_mcc,33,all,5,0.001,1,0.5263,0.9915,0.9675,0.7728,0.6221,0.9243,0.0057,0.1953,0.6633,15
facebook/esm2_t33_650M_UR50D,1,4,0,valid_mcc,5,all,5,0.001,1,0.5518,0.9913,0.9685,0.7758,0.639,0.9318,0.0005,0.2326,0.6514,21
facebook/esm2_t33_650M_UR50D,2,4,0,valid_mcc,5,all,5,0.001,1,0.5518,0.9924,0.9696,0.7991,0.6495,0.9248,0.0,0.2782,0.6652,30
facebook/esm2_t33_650M_UR50D,3,4,0,valid_mcc,5,all,5,0.001,1,0.6683,0.9789,0.9628,0.6339,0.6313,0.9396,0.0087,0.1699,0.646,14
facebook/esm2_t33_650M_UR50D,4,4,0,valid_mcc,5,all,5,0.001,1,0.4976,0.9915,0.966,0.7628,0.6,0.9387,0.0485,0.1162,0.6224,9
facebook/esm2_t33_650M_UR50D,1,6,0,valid_mcc,33,all,5,0.001,1,0.4912,0.9904,0.9646,0.7368,0.5846,0.9334,0.0575,0.0941,0.6433,8
facebook/esm2_t33_650M_UR50D,2,6,0,valid_mcc,33,all,5,0.001,1,0.5742,0.9876,0.9662,0.7171,0.6245,0.9286,0.0044,0.1917,0.6596,17
facebook/esm2_t33_650M_UR50D,3,6,0,valid_mcc,33,all,5,0.001,1,0.5742,0.9896,0.9681,0.7516,0.6409,0.9311,0.006,0.1687,0.6615,16
facebook/esm2_t33_650M_UR50D,1,6,0,valid_mcc,5,all,5,0.001,1,0.5758,0.9897,0.9683,0.7537,0.6428,0.9273,0.0032,0.1922,0.6567,16
facebook/esm2_t33_650M_UR50D,2,6,0,valid_mcc,5,all,5,0.001,1,0.555,0.9871,0.9647,0.7016,0.6061,0.9338,0.0054,0.1849,0.6559,16
facebook/esm2_t33_650M_UR50D,3,6,0,valid_mcc,5,all,5,0.001,1,0.5614,0.9905,0.9683,0.7636,0.639,0.9279,0.0,0.2448,0.6575,22
facebook/esm2_t33_650M_UR50D,4,6,0,valid_mcc,5,all,5,0.001,1,0.5694,0.9902,0.9684,0.7612,0.6426,0.939,0.0027,0.2118,0.6562,20
facebook/esm2_t33_650M_UR50D,1,8,0,valid_mcc,33,all,5,0.001,1,0.5662,0.9877,0.9659,0.7157,0.6192,0.9248,0.0046,0.1763,0.6673,19
facebook/esm2_t33_650M_UR50D,2,8,0,valid_mcc,33,all,5,0.001,1,0.2855,0.9918,0.9552,0.6557,0.4139,0.8776,0.1136,0.135,0.4153,9
facebook/esm2_t33_650M_UR50D,3,8,0,valid_mcc,33,all,5,0.001,1,0.5997,0.984,0.9641,0.6714,0.6158,0.9312,0.0072,0.146,0.6692,16
facebook/esm2_t33_650M_UR50D,4,8,0,valid_mcc,33,all,5,0.001,1,0.5263,0.9907,0.9666,0.7551,0.6142,0.9268,0.0052,0.1661,0.6663,28
facebook/esm2_t33_650M_UR50D,1,8,0,valid_mcc,5,all,5,0.001,1,0.5965,0.9782,0.9585,0.5994,0.576,0.9234,0.0053,0.1696,0.6449,14
facebook/esm2_t33_650M_UR50D,2,8,0,valid_mcc,5,all,5,0.001,1,0.5598,0.988,0.9658,0.7178,0.6166,0.917,0.0005,0.2346,0.6587,20
facebook/esm2_t33_650M_UR50D,3,8,0,valid_mcc,5,all,5,0.001,1,0.504,0.9934,0.968,0.8061,0.6227,0.927,0.0012,0.2729,0.6542,24
facebook/esm2_t33_650M_UR50D,4,8,0,valid_mcc,5,all,5,0.001,1,0.563,0.99,0.9679,0.7543,0.6357,0.9284,0.0018,0.2243,0.6543,17
facebook/esm2_t33_650M_UR50D,1,2,0,valid_mcc,33,all,5,0.001,1,0.5518,0.9876,0.9651,0.709,0.6078,0.9256,0.0066,0.1705,0.6598,15
facebook/esm2_t33_650M_UR50D,2,2,0,valid_mcc,33,all,5,0.001,1,0.4785,0.9943,0.9675,0.8197,0.6118,0.9163,0.0132,0.1726,0.6587,13
facebook/esm2_t33_650M_UR50D,3,2,0,valid_mcc,33,all,5,0.001,1,0.5486,0.9892,0.9664,0.735,0.6183,0.9235,0.0125,0.161,0.6546,13
facebook/esm2_t33_650M_UR50D,1,2,0,valid_mcc,5,all,5,0.001,1,0.5885,0.9868,0.9662,0.7096,0.6289,0.9313,0.0039,0.188,0.6526,17
facebook/esm2_t33_650M_UR50D,2,2,0,valid_mcc,5,all,5,0.001,1,0.5343,0.9887,0.9651,0.7204,0.603,0.9204,0.0063,0.2078,0.6336,15
facebook/esm2_t33_650M_UR50D,3,2,0,valid_mcc,5,all,5,0.001,1,0.5758,0.9876,0.9663,0.7177,0.6256,0.9285,0.0031,0.2074,0.6401,16
facebook/esm2_t33_650M_UR50D,4,2,0,valid_mcc,5,all,5,0.001,1,0.5407,0.9902,0.967,0.7517,0.6212,0.9241,0.0017,0.2639,0.64,23
facebook/esm2_t33_650M_UR50D,1,4,0,valid_mcc,33,all,5,0.001,1,0.4099,0.9944,0.9642,0.8006,0.5577,0.9315,0.055,0.1007,0.6204,8
facebook/esm2_t33_650M_UR50D,2,4,0,valid_mcc,33,all,5,0.001,1,0.3174,0.9895,0.9547,0.6219,0.4239,0.8506,0.0144,0.2904,0.4448,17
facebook/esm2_t33_650M_UR50D,3,4,0,valid_mcc,33,all,5,0.001,1,0.6029,0.9845,0.9647,0.6799,0.6218,0.9246,0.0041,0.1813,0.6634,17
facebook/esm2_t33_650M_UR50D,1,4,0,valid_mcc,5,all,5,0.001,1,0.5311,0.9936,0.9696,0.8182,0.645,0.927,0.0002,0.2416,0.6452,20
facebook/esm2_t33_650M_UR50D,2,4,0,valid_mcc,5,all,5,0.001,1,0.5152,0.9923,0.9676,0.7859,0.621,0.9253,0.0011,0.2379,0.6544,19
facebook/esm2_t33_650M_UR50D,3,4,0,valid_mcc,5,all,5,0.001,1,0.5789,0.9895,0.9682,0.75,0.643,0.9349,0.0046,0.2199,0.6429,17
facebook/esm2_t33_650M_UR50D,4,4,0,valid_mcc,5,all,5,0.001,1,0.5789,0.99,0.9687,0.7594,0.6474,0.9388,0.0018,0.2357,0.6467,23
facebook/esm2_t33_650M_UR50D,1,6,0,valid_mcc,33,all,5,0.001,1,0.4083,0.9837,0.9539,0.5779,0.4627,0.8604,0.0142,0.2729,0.3953,16
facebook/esm2_t33_650M_UR50D,2,6,0,valid_mcc,33,all,5,0.001,1,0.5231,0.9922,0.9679,0.7847,0.6254,0.9151,0.0049,0.1867,0.6675,17
facebook/esm2_t33_650M_UR50D,3,6,0,valid_mcc,33,all,5,0.001,1,0.5758,0.9873,0.966,0.712,0.6229,0.9261,0.0056,0.1673,0.6582,15
facebook/esm2_t33_650M_UR50D,1,6,0,valid_mcc,5,all,5,0.001,1,0.6013,0.9871,0.9671,0.7181,0.6402,0.9258,0.0036,0.1785,0.6585,16
facebook/esm2_t33_650M_UR50D,2,6,0,valid_mcc,5,all,5,0.001,1,0.5662,0.9882,0.9663,0.723,0.6227,0.9279,0.0014,0.209,0.6462,17
facebook/esm2_t33_650M_UR50D,3,6,0,valid_mcc,5,all,5,0.001,1,0.4753,0.9929,0.9661,0.7863,0.5958,0.9286,0.0087,0.1914,0.6447,13
facebook/esm2_t33_650M_UR50D,4,6,0,valid_mcc,5,all,5,0.001,1,0.4992,0.9925,0.967,0.7845,0.6104,0.9312,0.0008,0.2526,0.6591,19
facebook/esm2_t33_650M_UR50D,1,8,0,valid_mcc,33,all,5,0.001,1,0.5566,0.9905,0.968,0.762,0.6355,0.9276,0.0032,0.1827,0.6618,18
facebook/esm2_t33_650M_UR50D,2,8,0,valid_mcc,33,all,5,0.001,1,0.6268,0.9841,0.9656,0.6823,0.6359,0.935,0.0047,0.1667,0.6697,19
facebook/esm2_t33_650M_UR50D,3,8,0,valid_mcc,33,all,5,0.001,1,0.5247,0.9918,0.9676,0.7778,0.6234,0.931,0.0353,0.1157,0.644,9
facebook/esm2_t33_650M_UR50D,4,8,0,valid_mcc,33,all,5,0.001,1,0.5742,0.9888,0.9673,0.7362,0.6336,0.9313,0.0032,0.1818,0.6764,20
facebook/esm2_t33_650M_UR50D,1,8,0,valid_mcc,5,all,5,0.001,1,0.5566,0.9902,0.9678,0.757,0.6332,0.9276,0.0037,0.2002,0.6619,17
facebook/esm2_t33_650M_UR50D,2,8,0,valid_mcc,5,all,5,0.001,1,0.4482,0.9948,0.9665,0.824,0.5933,0.9282,0.0097,0.22,0.6435,13
facebook/esm2_t33_650M_UR50D,3,8,0,valid_mcc,5,all,5,0.001,1,0.5821,0.9874,0.9664,0.7157,0.6283,0.9327,0.0434,0.1107,0.6525,9
facebook/esm2_t33_650M_UR50D,4,8,0,valid_mcc,5,all,5,0.001,1,0.504,0.9915,0.9663,0.7651,0.605,0.9345,0.0025,0.2311,0.6605,19
facebook/esm2_t33_650M_UR50D,1,2,0,valid_mcc,33,all,5,0.001,1,0.6284,0.9814,0.9631,0.648,0.6187,0.9311,0.0052,0.1611,0.6638,16
facebook/esm2_t33_650M_UR50D,2,2,0,valid_mcc,33,all,5,0.001,1,0.5008,0.9934,0.9679,0.8051,0.6202,0.9202,0.0022,0.2091,0.6604,19
facebook/esm2_t33_650M_UR50D,3,2,0,valid_mcc,33,all,5,0.001,1,0.6029,0.9844,0.9646,0.6786,0.6212,0.9394,0.0201,0.1281,0.6545,11
facebook/esm2_t33_650M_UR50D,1,2,0,valid_mcc,5,all,5,0.001,1,0.4928,0.9943,0.9684,0.8262,0.6239,0.9336,0.0141,0.1771,0.6382,13
facebook/esm2_t33_650M_UR50D,2,2,0,valid_mcc,5,all,5,0.001,1,0.5439,0.99,0.9669,0.7478,0.6214,0.9269,0.0063,0.2044,0.641,16
facebook/esm2_t33_650M_UR50D,3,2,0,valid_mcc,5,all,5,0.001,1,0.5981,0.9861,0.966,0.7009,0.6299,0.9321,0.0017,0.2201,0.6516,19
facebook/esm2_t33_650M_UR50D,4,2,0,valid_mcc,5,all,5,0.001,1,0.5534,0.9895,0.9669,0.7415,0.6241,0.9308,0.0,0.2951,0.6459,31
facebook/esm2_t33_650M_UR50D,1,4,0,valid_mcc,33,all,5,0.001,1,0.4195,0.9957,0.9659,0.8429,0.5807,0.9278,0.0539,0.1037,0.6484,8
facebook/esm2_t33_650M_UR50D,2,4,0,valid_mcc,33,all,5,0.001,1,0.4418,0.9802,0.9523,0.5496,0.4682,0.8623,0.0501,0.1696,0.4303,13
facebook/esm2_t33_650M_UR50D,1,2,0,valid_mcc,4,all,5,0.001,1,0.5024,0.9918,0.9665,0.7702,0.6062,0.9267,0.006,0.2108,0.65,17
facebook/esm2_t33_650M_UR50D,2,2,0,valid_mcc,4,all,5,0.001,1,0.5183,0.9919,0.9674,0.7775,0.6193,0.9309,0.0014,0.2354,0.6544,19
facebook/esm2_t33_650M_UR50D,3,2,0,valid_mcc,4,all,5,0.001,1,0.5678,0.9877,0.966,0.7163,0.6204,0.9247,0.0007,0.2528,0.6524,21
facebook/esm2_t33_650M_UR50D,4,2,0,valid_mcc,4,all,5,0.001,1,0.5582,0.9896,0.9673,0.7463,0.6291,0.931,0.0017,0.237,0.651,19
facebook/esm2_t33_650M_UR50D,1,2,0,valid_mcc,3,all,5,0.001,1,0.3429,0.9969,0.963,0.8566,0.5284,0.9419,0.0616,0.1159,0.5914,8
facebook/esm2_t33_650M_UR50D,2,2,0,valid_mcc,3,all,5,0.001,1,0.5566,0.989,0.9666,0.7347,0.6228,0.9344,0.0081,0.1826,0.6585,15
facebook/esm2_t33_650M_UR50D,3,2,0,valid_mcc,3,all,5,0.001,1,0.5614,0.9896,0.9675,0.7473,0.6315,0.9281,0.0019,0.2239,0.6537,19
facebook/esm2_t33_650M_UR50D,4,2,0,valid_mcc,3,all,5,0.001,1,0.5423,0.9906,0.9674,0.7589,0.6255,0.9252,0.0007,0.2668,0.6417,21
facebook/esm2_t33_650M_UR50D,1,2,0,valid_mcc,2,all,5,0.001,1,0.5534,0.9888,0.9662,0.729,0.6182,0.9336,0.0103,0.176,0.6273,15
facebook/esm2_t33_650M_UR50D,2,2,0,valid_mcc,2,all,5,0.001,1,0.5614,0.9888,0.9667,0.7333,0.6249,0.9265,0.003,0.2031,0.641,17
facebook/esm2_t33_650M_UR50D,3,2,0,valid_mcc,2,all,5,0.001,1,0.5056,0.9943,0.9689,0.8277,0.6328,0.9315,0.0016,0.2945,0.6357,25
facebook/esm2_t33_650M_UR50D,4,2,0,valid_mcc,2,all,5,0.001,1,0.5598,0.986,0.9639,0.6855,0.601,0.9293,0.0023,0.2402,0.6288,20
facebook/esm2_t33_650M_UR50D,1,2,0,valid_mcc,1,all,5,0.001,1,0.5662,0.9881,0.9662,0.7215,0.622,0.9308,0.0014,0.2141,0.6296,20
facebook/esm2_t33_650M_UR50D,2,2,0,valid_mcc,1,all,5,0.001,1,0.5407,0.9921,0.9687,0.7884,0.6379,0.9309,0.0018,0.2497,0.6303,20
facebook/esm2_t33_650M_UR50D,3,2,0,valid_mcc,1,all,5,0.001,1,0.4418,0.9933,0.9647,0.7825,0.5723,0.9198,0.0015,0.2995,0.6272,21
facebook/esm2_t33_650M_UR50D,4,2,0,valid_mcc,1,all,5,0.001,1,0.5534,0.9882,0.9656,0.7184,0.6132,0.9313,0.0041,0.236,0.631,19
facebook/esm2_t33_650M_UR50D,1,4,0,valid_mcc,4,all,5,0.001,1,0.563,0.991,0.9689,0.7741,0.6449,0.9355,0.0079,0.1821,0.6437,16
facebook/esm2_t33_650M_UR50D,2,4,0,valid_mcc,4,all,5,0.001,1,0.4498,0.9949,0.9667,0.8294,0.5965,0.9183,0.003,0.2564,0.6614,16
facebook/esm2_t33_650M_UR50D,3,4,0,valid_mcc,4,all,5,0.001,1,0.5311,0.9896,0.9659,0.7367,0.6087,0.9211,0.0007,0.2693,0.6501,23
facebook/esm2_t33_650M_UR50D,4,4,0,valid_mcc,4,all,5,0.001,1,0.5869,0.9861,0.9655,0.6983,0.6224,0.9406,0.0479,0.1086,0.6324,9
facebook/esm2_t33_650M_UR50D,1,4,0,valid_mcc,3,all,5,0.001,1,0.5183,0.9929,0.9683,0.7985,0.6285,0.9248,0.0021,0.2347,0.6332,19
facebook/esm2_t33_650M_UR50D,2,4,0,valid_mcc,3,all,5,0.001,1,0.5359,0.9913,0.9677,0.7706,0.627,0.9312,0.0002,0.255,0.6584,24
facebook/esm2_t33_650M_UR50D,3,4,0,valid_mcc,3,all,5,0.001,1,0.547,0.9915,0.9685,0.7795,0.6378,0.931,0.0004,0.2717,0.6556,22
facebook/esm2_t33_650M_UR50D,4,4,0,valid_mcc,3,all,5,0.001,1,0.5455,0.9895,0.9665,0.7403,0.6188,0.9391,0.0092,0.182,0.652,15
facebook/esm2_t33_650M_UR50D,1,4,0,valid_mcc,2,all,5,0.001,1,0.4864,0.9928,0.9665,0.7861,0.6029,0.9163,0.0012,0.2784,0.6337,25
facebook/esm2_t33_650M_UR50D,2,4,0,valid_mcc,2,all,5,0.001,1,0.5439,0.9896,0.9665,0.7413,0.6184,0.9251,0.0006,0.2566,0.6438,25
facebook/esm2_t33_650M_UR50D,3,4,0,valid_mcc,2,all,5,0.001,1,0.5136,0.9917,0.967,0.7722,0.614,0.9319,0.002,0.2514,0.6437,19
facebook/esm2_t33_650M_UR50D,4,4,0,valid_mcc,2,all,5,0.001,1,0.5582,0.9872,0.965,0.7042,0.6092,0.9228,0.0021,0.2379,0.6439,20
facebook/esm2_t33_650M_UR50D,1,4,0,valid_mcc,1,all,5,0.001,1,0.5183,0.9914,0.9669,0.7665,0.6144,0.9261,0.0017,0.2274,0.6254,21
facebook/esm2_t33_650M_UR50D,2,4,0,valid_mcc,1,all,5,0.001,1,0.5455,0.9905,0.9675,0.7583,0.6272,0.9273,0.0,0.2951,0.6423,36
facebook/esm2_t33_650M_UR50D,3,4,0,valid_mcc,1,all,5,0.001,1,0.5726,0.9852,0.9638,0.6786,0.6047,0.9257,0.0025,0.2671,0.6247,23
facebook/esm2_t33_650M_UR50D,4,4,0,valid_mcc,1,all,5,0.001,1,0.5678,0.9868,0.9651,0.7008,0.6129,0.9233,0.0013,0.2444,0.6397,20
facebook/esm2_t33_650M_UR50D,1,6,0,valid_mcc,4,all,5,0.001,1,0.5486,0.9889,0.9661,0.7304,0.6161,0.9249,0.0033,0.2118,0.6459,21
facebook/esm2_t33_650M_UR50D,2,6,0,valid_mcc,4,all,5,0.001,1,0.571,0.9894,0.9677,0.7458,0.6364,0.9294,0.002,0.2149,0.6463,19
facebook/esm2_t33_650M_UR50D,3,6,0,valid_mcc,4,all,5,0.001,1,0.5901,0.9861,0.9656,0.6981,0.6241,0.9343,0.0052,0.1883,0.6476,16
facebook/esm2_t33_650M_UR50D,4,6,0,valid_mcc,4,all,5,0.001,1,0.5678,0.9892,0.9674,0.7417,0.6325,0.9389,0.0525,0.1117,0.6323,9
facebook/esm2_t33_650M_UR50D,1,6,0,valid_mcc,3,all,5,0.001,1,0.5678,0.9882,0.9665,0.7251,0.6246,0.9238,0.0063,0.1813,0.6425,16
facebook/esm2_t33_650M_UR50D,2,6,0,valid_mcc,3,all,5,0.001,1,0.4657,0.994,0.9666,0.8089,0.5989,0.9289,0.0047,0.212,0.6401,15
facebook/esm2_t33_650M_UR50D,3,6,0,valid_mcc,3,all,5,0.001,1,0.5981,0.9874,0.9672,0.7212,0.6399,0.9331,0.0045,0.2003,0.654,17
facebook/esm2_t33_650M_UR50D,4,6,0,valid_mcc,3,all,5,0.001,1,0.5614,0.9896,0.9675,0.7473,0.6315,0.9326,0.0029,0.231,0.6444,18
facebook/esm2_t33_650M_UR50D,1,6,0,valid_mcc,2,all,5,0.001,1,0.5502,0.9895,0.9668,0.7419,0.6224,0.9245,0.0056,0.1927,0.6475,16
facebook/esm2_t33_650M_UR50D,2,6,0,valid_mcc,2,all,5,0.001,1,0.5805,0.9886,0.9675,0.7354,0.6369,0.9279,0.001,0.2195,0.6381,19
facebook/esm2_t33_650M_UR50D,3,6,0,valid_mcc,2,all,5,0.001,1,0.571,0.984,0.9626,0.6605,0.5947,0.9266,0.0077,0.2007,0.6433,17
facebook/esm2_t33_650M_UR50D,4,6,0,valid_mcc,2,all,5,0.001,1,0.5678,0.9875,0.9658,0.7134,0.619,0.9319,0.0094,0.1814,0.6384,17
facebook/esm2_t33_650M_UR50D,1,6,0,valid_mcc,1,all,5,0.001,1,0.4514,0.9936,0.9656,0.7949,0.5837,0.9272,0.0473,0.1319,0.5851,9
facebook/esm2_t33_650M_UR50D,2,6,0,valid_mcc,1,all,5,0.001,1,0.4912,0.9928,0.9668,0.7877,0.6067,0.9308,0.0043,0.2277,0.6367,17
facebook/esm2_t33_650M_UR50D,3,6,0,valid_mcc,1,all,5,0.001,1,0.5215,0.9909,0.9666,0.7587,0.6129,0.9325,0.0033,0.2438,0.6276,19
facebook/esm2_t33_650M_UR50D,4,6,0,valid_mcc,1,all,5,0.001,1,0.4976,0.9924,0.9668,0.782,0.6083,0.9242,0.0028,0.2862,0.6241,20
facebook/esm2_t33_650M_UR50D,1,8,0,valid_mcc,4,all,5,0.001,1,0.5758,0.9894,0.9679,0.7474,0.6399,0.9288,0.0007,0.2304,0.6634,20
facebook/esm2_t33_650M_UR50D,2,8,0,valid_mcc,4,all,5,0.001,1,0.5518,0.9916,0.9689,0.7828,0.6421,0.9292,0.0003,0.2471,0.6565,21
facebook/esm2_t33_650M_UR50D,3,8,0,valid_mcc,4,all,5,0.001,1,0.547,0.9911,0.9681,0.7708,0.6338,0.9311,0.0,0.2869,0.6585,31
facebook/esm2_t33_650M_UR50D,4,8,0,valid_mcc,4,all,5,0.001,1,0.5885,0.9875,0.9668,0.7193,0.6336,0.9336,0.0013,0.2244,0.6542,19
facebook/esm2_t33_650M_UR50D,1,8,0,valid_mcc,3,all,5,0.001,1,0.5614,0.9901,0.9679,0.7554,0.6352,0.934,0.0001,0.2607,0.6441,26
facebook/esm2_t33_650M_UR50D,2,8,0,valid_mcc,3,all,5,0.001,1,0.5486,0.991,0.9681,0.7696,0.6342,0.9255,0.0012,0.2519,0.648,20
facebook/esm2_t33_650M_UR50D,3,8,0,valid_mcc,3,all,5,0.001,1,0.5247,0.9916,0.9675,0.7741,0.6217,0.9288,0.0038,0.2657,0.6565,23
facebook/esm2_t33_650M_UR50D,4,8,0,valid_mcc,3,all,5,0.001,1,0.5088,0.9928,0.9677,0.7935,0.6203,0.9241,0.0022,0.2618,0.6366,19
facebook/esm2_t33_650M_UR50D,1,8,0,valid_mcc,2,all,5,0.001,1,0.5247,0.9912,0.967,0.7651,0.6177,0.9202,0.0009,0.2621,0.6346,22
facebook/esm2_t33_650M_UR50D,2,8,0,valid_mcc,2,all,5,0.001,1,0.555,0.9908,0.9682,0.7665,0.6366,0.9236,0.0005,0.2484,0.6512,21
facebook/esm2_t33_650M_UR50D,3,8,0,valid_mcc,2,all,5,0.001,1,0.5359,0.9882,0.9647,0.7119,0.5999,0.9351,0.0512,0.1098,0.6201,9
facebook/esm2_t33_650M_UR50D,4,8,0,valid_mcc,2,all,5,0.001,1,0.5263,0.992,0.9679,0.782,0.6262,0.9301,0.0018,0.2741,0.639,23
facebook/esm2_t33_650M_UR50D,1,8,0,valid_mcc,1,all,5,0.001,1,0.5008,0.9927,0.9672,0.7889,0.6133,0.9214,0.0006,0.2643,0.6409,26
facebook/esm2_t33_650M_UR50D,2,8,0,valid_mcc,1,all,5,0.001,1,0.4769,0.9923,0.9656,0.7726,0.5911,0.9231,0.003,0.2513,0.6201,18
facebook/esm2_t33_650M_UR50D,3,8,0,valid_mcc,1,all,5,0.001,1,0.63,0.9816,0.9634,0.6518,0.6215,0.9362,0.0272,0.1403,0.6164,11
facebook/esm2_t33_650M_UR50D,4,8,0,valid_mcc,1,all,5,0.001,1,0.5088,0.9913,0.9663,0.7613,0.6062,0.9318,0.0051,0.2217,0.6324,17
facebook/esm2_t33_650M_UR50D,1,2,0,valid_mcc,4,all,5,0.001,1,0.5502,0.9887,0.966,0.7263,0.6151,0.9323,0.0062,0.1898,0.6404,16
facebook/esm2_t33_650M_UR50D,2,2,0,valid_mcc,4,all,5,0.001,1,0.4593,0.9935,0.9658,0.7934,0.5884,0.9251,0.0156,0.1753,0.6366,13
facebook/esm2_t33_650M_UR50D,3,2,0,valid_mcc,4,all,5,0.001,1,0.5056,0.9925,0.9673,0.7866,0.6153,0.9303,0.0037,0.2187,0.6485,16
