gearnet_freeze_layer,bert_freeze_layer,pretrained_layers,bce_weight,graph_sequential_max_distance,sensitivity,specificity,accuracy,precision,mcc,micro_auroc,train_bce,valid_mcc
0,29,4,2,6,0.4513556659221649,0.9905043840408325,0.9625805616378784,0.7219387888908386,0.5531907421160495,0.9149265289306641,0.007399895805728567,0.600457583408123
0,29,4,2,6,0.45773524045944214,0.9873682260513306,0.9599372148513794,0.6643518805503845,0.5317347887874556,0.9073498249053955,0.008089339904322783,0.599619858855019
0,29,4,2,6,0.5215311050415039,0.9856259226799011,0.9615892767906189,0.6646341681480408,0.5691867512830722,0.9357365965843201,0.11155397819683832,0.5646240091808077
0,29,4,2,6,0.540669858455658,0.9860615134239197,0.9629935622215271,0.679358720779419,0.5871711503295077,0.9277995228767395,0.022343591102125013,0.5860914520103678
0,29,4,2,6,0.5358851552009583,0.9830995798110962,0.9599372148513794,0.6339622735977173,0.5621124355321567,0.9262633919715881,0.019579801450976556,0.607445221893647
