lm_key,r,lora_dropout,early_stop_metric,train_layer,bias,patience,lr,gpu,sensitivity,specificity,accuracy,precision,mcc,micro_auroc,train_bce,valid_bce,valid_mcc,epoch_count
facebook/esm2_t33_650M_UR50D,2,0.0,valid_mcc,16,all,3,0.001,1,0.6013,0.9845,0.9646,0.6793,0.6207,0.9303,0.0183,0.1532,0.6253,9
facebook/esm2_t33_650M_UR50D,2,0.0,valid_mcc,16,all,3,0.0005,1,0.5375,0.9861,0.9628,0.6781,0.5847,0.9338,0.0531,0.1058,0.5876,7
facebook/esm2_t33_650M_UR50D,2,0.1,valid_mcc,33,none,3,0.001,1,0.5343,0.9902,0.9665,0.7478,0.6157,0.9218,0.0153,0.1492,0.6254,10
facebook/esm2_t33_650M_UR50D,2,0.1,valid_mcc,33,none,3,0.0005,1,0.4944,0.9905,0.9648,0.7399,0.5879,0.9309,0.0396,0.1214,0.5956,8
facebook/esm2_t33_650M_UR50D,2,0.1,valid_mcc,33,all,3,0.001,1,0.5088,0.9903,0.9654,0.7419,0.5976,0.918,0.0121,0.1826,0.6332,12
facebook/esm2_t33_650M_UR50D,2,0.1,valid_mcc,33,all,3,0.0005,1,0.5391,0.9881,0.9648,0.7116,0.6017,0.9146,0.0152,0.1686,0.602,11
facebook/esm2_t33_650M_UR50D,2,0.1,valid_mcc,16,none,3,0.001,1,0.5869,0.9831,0.9626,0.6548,0.6004,0.9243,0.0081,0.2066,0.6113,12
facebook/esm2_t33_650M_UR50D,2,0.1,valid_mcc,16,none,3,0.0005,1,0.4514,0.9933,0.9652,0.7861,0.5801,0.9367,0.0628,0.1074,0.5855,7
facebook/esm2_t33_650M_UR50D,2,0.1,valid_mcc,16,all,3,0.001,1,0.4561,0.9929,0.9651,0.7772,0.5796,0.9232,0.0356,0.1324,0.6115,7
facebook/esm2_t33_650M_UR50D,2,0.1,valid_mcc,16,all,3,0.0005,1,0.5694,0.9857,0.9642,0.6852,0.6062,0.927,0.0271,0.133,0.5913,9
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,33,none,3,0.001,1,0.4864,0.992,0.9658,0.7683,0.5953,0.9169,0.024,0.1428,0.6157,8
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,33,none,3,0.0005,1,0.4689,0.9914,0.9643,0.7481,0.5755,0.9366,0.0452,0.1182,0.5982,7
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,33,all,3,0.001,1,0.563,0.9882,0.9661,0.7219,0.6204,0.928,0.0166,0.1421,0.6385,10
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,33,all,3,0.0005,1,0.5662,0.9873,0.9655,0.7086,0.6158,0.9211,0.0446,0.1033,0.6137,7
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,16,none,3,0.001,1,0.429,0.9946,0.9653,0.8127,0.5757,0.9242,0.0585,0.107,0.622,6
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,16,none,3,0.0005,1,0.5279,0.9879,0.9641,0.7043,0.5917,0.9189,0.0046,0.2362,0.596,14
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,16,all,3,0.001,1,0.5152,0.9893,0.9647,0.7242,0.5934,0.9314,0.0548,0.1006,0.625,6
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,16,all,3,0.0005,1,0.4896,0.9893,0.9634,0.714,0.5734,0.9331,0.0724,0.1002,0.5906,6
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,33,none,3,0.001,1,0.5104,0.9909,0.966,0.7529,0.6035,0.9332,0.028,0.1254,0.6298,8
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,33,none,3,0.0005,1,0.4928,0.9908,0.965,0.7446,0.589,0.9136,0.0079,0.1913,0.6149,12
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,33,all,3,0.001,1,0.6124,0.9834,0.9642,0.669,0.6214,0.9242,0.0124,0.1615,0.6222,12
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,33,all,3,0.0005,1,0.5455,0.9887,0.9657,0.7246,0.6115,0.9131,0.0094,0.1748,0.6068,12
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,16,none,3,0.001,1,0.504,0.9919,0.9666,0.7726,0.6082,0.9322,0.0598,0.1008,0.6156,6
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,16,none,3,0.0005,1,0.5502,0.9873,0.9646,0.7026,0.6039,0.9155,0.0066,0.2103,0.6065,13
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,16,all,3,0.001,1,0.5247,0.9893,0.9652,0.7279,0.6008,0.9366,0.0543,0.1028,0.619,6
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,16,all,3,0.0005,1,0.5455,0.987,0.9642,0.6965,0.5982,0.9199,0.0108,0.1792,0.6068,11
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,33,none,3,0.001,1,0.4864,0.9929,0.9666,0.7881,0.6038,0.9276,0.0511,0.0975,0.6346,6
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,33,none,3,0.0005,1,0.4801,0.9922,0.9656,0.7698,0.5919,0.9344,0.0614,0.0993,0.6193,6
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,33,all,3,0.001,1,0.5933,0.9888,0.9684,0.744,0.6483,0.9217,0.0209,0.1283,0.63,9
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,33,all,3,0.0005,1,0.5327,0.9885,0.9649,0.7167,0.6004,0.9205,0.0402,0.1054,0.6232,7
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,16,none,3,0.001,1,0.4258,0.9932,0.9638,0.7739,0.5581,0.9292,0.048,0.1088,0.626,6
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,16,none,3,0.0005,1,0.5439,0.9872,0.9642,0.6988,0.5983,0.9212,0.0193,0.1468,0.6099,9
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,16,all,3,0.001,1,0.6332,0.9832,0.9651,0.6729,0.6344,0.9299,0.005,0.1617,0.6403,16
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,16,all,3,0.0005,1,0.5502,0.9875,0.9648,0.7055,0.6052,0.9248,0.0145,0.15,0.6206,9
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,33,none,3,0.001,1,0.5455,0.9905,0.9675,0.7583,0.6272,0.918,0.0242,0.1319,0.6302,12
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,33,none,3,0.0005,1,0.4705,0.9924,0.9654,0.7723,0.5868,0.9322,0.0634,0.0982,0.6127,6
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,33,all,3,0.001,1,0.4896,0.9913,0.9653,0.7543,0.5913,0.9259,0.0374,0.1107,0.6261,7
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,33,all,3,0.0005,1,0.571,0.989,0.9674,0.7397,0.6334,0.9292,0.0393,0.1023,0.6264,7
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,16,none,3,0.001,1,0.5789,0.9871,0.966,0.7104,0.6239,0.9253,0.0103,0.1643,0.6314,10
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,16,none,3,0.0005,1,0.4545,0.9936,0.9657,0.7961,0.5863,0.934,0.0674,0.0975,0.6082,6
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,16,all,3,0.001,1,0.5518,0.9909,0.9681,0.7672,0.635,0.9255,0.0314,0.1252,0.6249,7
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,16,all,3,0.0005,1,0.5215,0.9901,0.9658,0.7415,0.6051,0.9163,0.0114,0.1599,0.6219,10
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,33,none,3,0.001,1,0.5646,0.9892,0.9672,0.7406,0.6302,0.9452,0.0785,0.09,0.6273,5
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,33,none,3,0.0005,1,0.5231,0.9908,0.9665,0.7558,0.6125,0.9308,0.056,0.0967,0.6333,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,33,all,3,0.001,1,0.5582,0.9891,0.9668,0.7368,0.6247,0.9172,0.026,0.1236,0.643,9
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,33,all,3,0.0005,1,0.5375,0.9888,0.9655,0.7247,0.6069,0.9311,0.0347,0.1066,0.6251,7
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,16,none,3,0.001,1,0.5152,0.9925,0.9678,0.7897,0.6227,0.9234,0.0445,0.11,0.6305,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,16,none,3,0.0005,1,0.5263,0.9914,0.9673,0.7692,0.6205,0.9286,0.0566,0.1022,0.6183,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,16,all,3,0.001,1,0.5518,0.9902,0.9675,0.7538,0.6289,0.9372,0.0489,0.1058,0.6292,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,16,all,3,0.0005,1,0.6045,0.985,0.9653,0.6878,0.6268,0.9319,0.016,0.1411,0.6268,9
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,33,none,3,0.001,1,0.5263,0.9923,0.9682,0.7895,0.6295,0.9131,0.0505,0.1037,0.6379,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,33,none,3,0.0005,1,0.4721,0.9934,0.9664,0.7957,0.5977,0.9298,0.0555,0.104,0.619,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,33,all,3,0.001,1,0.5598,0.9904,0.9681,0.7614,0.6371,0.9478,0.0516,0.0939,0.6552,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,33,all,3,0.0005,1,0.5375,0.9907,0.9672,0.759,0.6227,0.9246,0.0188,0.1321,0.6421,9
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,16,none,3,0.001,1,0.614,0.9838,0.9646,0.6743,0.6249,0.9277,0.0243,0.1196,0.6376,8
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,16,none,3,0.0005,1,0.5008,0.9921,0.9666,0.7753,0.6074,0.9348,0.0578,0.0971,0.6232,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,16,all,3,0.001,1,0.5183,0.9915,0.967,0.7683,0.6152,0.9317,0.049,0.103,0.6334,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,16,all,3,0.0005,1,0.5758,0.9872,0.9659,0.7106,0.6222,0.9286,0.0176,0.1366,0.6215,9
facebook/esm2_t33_650M_UR50D,32,0.0,valid_mcc,33,none,3,0.001,1,0.5789,0.991,0.9697,0.779,0.6566,0.9367,0.0534,0.0941,0.6396,6
facebook/esm2_t33_650M_UR50D,32,0.0,valid_mcc,33,none,3,0.0005,1,0.5407,0.9892,0.966,0.7322,0.6123,0.9281,0.0245,0.1197,0.6313,8
facebook/esm2_t33_650M_UR50D,32,0.0,valid_mcc,33,all,3,0.001,1,0.067,0.9994,0.9511,0.8571,0.2317,0.9023,0.1871,0.1311,0.4313,4
facebook/esm2_t33_650M_UR50D,32,0.0,valid_mcc,33,all,3,0.0005,1,0.6124,0.983,0.9638,0.6632,0.6184,0.9339,0.0204,0.1247,0.6549,9
facebook/esm2_t33_650M_UR50D,32,0.0,valid_mcc,16,none,3,0.001,1,0.5359,0.9909,0.9674,0.7636,0.6238,0.9332,0.0455,0.1054,0.6368,6
facebook/esm2_t33_650M_UR50D,32,0.0,valid_mcc,16,none,3,0.0005,1,0.5869,0.9871,0.9664,0.7132,0.6297,0.9254,0.0088,0.1437,0.6501,10
facebook/esm2_t33_650M_UR50D,32,0.0,valid_mcc,16,all,3,0.001,1,0.563,0.9898,0.9677,0.7511,0.6342,0.9328,0.0499,0.1027,0.6341,6
facebook/esm2_t33_650M_UR50D,32,0.0,valid_mcc,16,all,3,0.0005,1,0.5247,0.9903,0.9662,0.7477,0.6099,0.9196,0.0133,0.1438,0.6222,10
facebook/esm2_t33_650M_UR50D,32,0.1,valid_mcc,33,none,3,0.001,1,0.5327,0.9924,0.9686,0.7933,0.6352,0.9225,0.0537,0.1005,0.6283,6
facebook/esm2_t33_650M_UR50D,32,0.1,valid_mcc,33,none,3,0.0005,1,0.4322,0.9943,0.9651,0.8042,0.5745,0.9342,0.0686,0.0978,0.6412,6
facebook/esm2_t33_650M_UR50D,32,0.1,valid_mcc,33,all,3,0.001,1,0.5646,0.9882,0.9663,0.7239,0.6223,0.9329,0.018,0.1346,0.627,14
facebook/esm2_t33_650M_UR50D,32,0.1,valid_mcc,33,all,3,0.0005,1,0.6188,0.9863,0.9673,0.7119,0.6468,0.9285,0.0102,0.1426,0.6419,12
facebook/esm2_t33_650M_UR50D,32,0.1,valid_mcc,16,none,3,0.001,1,0.5901,0.9884,0.9678,0.7356,0.6424,0.9381,0.0461,0.1013,0.6491,6
facebook/esm2_t33_650M_UR50D,32,0.1,valid_mcc,16,none,3,0.0005,1,0.4673,0.9937,0.9665,0.8027,0.5975,0.9211,0.0477,0.1114,0.6282,6
facebook/esm2_t33_650M_UR50D,32,0.1,valid_mcc,16,all,3,0.001,1,0.5502,0.99,0.9672,0.75,0.6262,0.9315,0.0521,0.1004,0.631,6
facebook/esm2_t33_650M_UR50D,32,0.1,valid_mcc,16,all,3,0.0005,1,0.6045,0.9861,0.9664,0.7045,0.6351,0.9305,0.0147,0.1385,0.6362,9
facebook/esm2_t33_650M_UR50D,1,0.0,valid_mcc,33,none,3,0.001,1,0.4482,0.9937,0.9655,0.796,0.582,0.9324,0.0714,0.0999,0.6014,6
facebook/esm2_t33_650M_UR50D,1,0.0,valid_mcc,33,none,3,0.0005,1,0.5486,0.9882,0.9655,0.7182,0.6103,0.935,0.0324,0.1198,0.5953,9
facebook/esm2_t33_650M_UR50D,1,0.0,valid_mcc,33,all,3,0.001,1,0.6364,0.9812,0.9633,0.6488,0.6232,0.9217,0.0122,0.1578,0.6316,12
facebook/esm2_t33_650M_UR50D,1,0.0,valid_mcc,33,all,3,0.0005,1,0.5853,0.9848,0.9642,0.6784,0.6115,0.9053,0.0128,0.1592,0.62,12
facebook/esm2_t33_650M_UR50D,1,0.0,valid_mcc,16,none,3,0.001,1,0.5231,0.9895,0.9654,0.7321,0.6018,0.9116,0.0181,0.1586,0.6023,10
facebook/esm2_t33_650M_UR50D,1,0.0,valid_mcc,16,none,3,0.0005,1,0.4498,0.9923,0.9642,0.7622,0.5692,0.9182,0.0418,0.1227,0.5809,9
facebook/esm2_t33_650M_UR50D,1,0.0,valid_mcc,16,all,3,0.001,1,0.4434,0.9922,0.9638,0.7575,0.5631,0.9233,0.0416,0.1227,0.6002,7
facebook/esm2_t33_650M_UR50D,1,0.0,valid_mcc,16,all,3,0.0005,1,0.4928,0.9897,0.964,0.7237,0.5797,0.9401,0.063,0.1057,0.5771,7
facebook/esm2_t33_650M_UR50D,1,0.1,valid_mcc,33,none,3,0.001,1,0.5199,0.9866,0.9624,0.6792,0.5752,0.9215,0.0235,0.1451,0.6064,9
facebook/esm2_t33_650M_UR50D,1,0.1,valid_mcc,33,none,3,0.0005,1,0.5263,0.9888,0.9648,0.719,0.5976,0.9229,0.0335,0.118,0.5945,9
facebook/esm2_t33_650M_UR50D,1,0.1,valid_mcc,33,all,3,0.001,1,0.5726,0.9866,0.9651,0.6998,0.6151,0.9303,0.0365,0.1128,0.6184,8
facebook/esm2_t33_650M_UR50D,1,0.1,valid_mcc,33,all,3,0.0005,1,0.5247,0.9891,0.9651,0.7247,0.5993,0.9181,0.0176,0.159,0.6044,11
facebook/esm2_t33_650M_UR50D,1,0.1,valid_mcc,16,none,3,0.001,1,0.504,0.989,0.9639,0.7149,0.5825,0.8966,0.0067,0.2392,0.5995,13
facebook/esm2_t33_650M_UR50D,1,0.1,valid_mcc,16,none,3,0.0005,1,0.5598,0.9865,0.9644,0.6937,0.6049,0.9227,0.032,0.1235,0.5831,10
facebook/esm2_t33_650M_UR50D,1,0.1,valid_mcc,16,all,3,0.001,1,0.5455,0.987,0.9642,0.6965,0.5982,0.9107,0.007,0.2159,0.6078,13
facebook/esm2_t33_650M_UR50D,1,0.1,valid_mcc,16,all,3,0.0005,1,0.5231,0.9874,0.9633,0.6934,0.5838,0.9166,0.0232,0.1526,0.5892,10
facebook/esm2_t33_650M_UR50D,2,0.0,valid_mcc,33,none,3,0.001,1,0.4242,0.9938,0.9643,0.7893,0.5632,0.9233,0.0629,0.1036,0.6149,6
facebook/esm2_t33_650M_UR50D,2,0.0,valid_mcc,33,none,3,0.0005,1,0.4498,0.9926,0.9645,0.7684,0.5718,0.9333,0.0548,0.1133,0.5958,7
facebook/esm2_t33_650M_UR50D,2,0.0,valid_mcc,33,all,3,0.001,1,0.5327,0.9905,0.9668,0.754,0.6175,0.9151,0.0136,0.1833,0.6322,11
facebook/esm2_t33_650M_UR50D,2,0.0,valid_mcc,33,all,3,0.0005,1,0.5518,0.9873,0.9647,0.7033,0.6051,0.9327,0.0505,0.1013,0.5979,7
facebook/esm2_t33_650M_UR50D,2,0.0,valid_mcc,16,none,3,0.001,1,0.4354,0.9936,0.9647,0.789,0.5706,0.9301,0.0676,0.1021,0.5991,6
facebook/esm2_t33_650M_UR50D,2,0.0,valid_mcc,16,none,3,0.0005,1,0.4817,0.9908,0.9644,0.7402,0.5801,0.9334,0.0451,0.1109,0.5966,8
facebook/esm2_t33_650M_UR50D,2,0.0,valid_mcc,16,all,3,0.001,1,0.4944,0.9908,0.9651,0.7452,0.5903,0.9111,0.004,0.2535,0.6198,14
facebook/esm2_t33_650M_UR50D,2,0.0,valid_mcc,16,all,3,0.0005,1,0.5742,0.9851,0.9638,0.678,0.6052,0.9312,0.0205,0.1436,0.5883,10
facebook/esm2_t33_650M_UR50D,2,0.1,valid_mcc,33,none,3,0.001,1,0.5726,0.9868,0.9653,0.7025,0.6165,0.9255,0.0197,0.1419,0.6085,9
facebook/esm2_t33_650M_UR50D,2,0.1,valid_mcc,33,none,3,0.0005,1,0.4944,0.9902,0.9646,0.7346,0.5856,0.9113,0.0085,0.1995,0.5912,12
facebook/esm2_t33_650M_UR50D,2,0.1,valid_mcc,33,all,3,0.001,1,0.6172,0.9841,0.9651,0.6801,0.6297,0.9223,0.0107,0.1816,0.6309,14
facebook/esm2_t33_650M_UR50D,2,0.1,valid_mcc,33,all,3,0.0005,1,0.571,0.9855,0.964,0.6819,0.6054,0.9145,0.0212,0.1306,0.624,10
facebook/esm2_t33_650M_UR50D,2,0.1,valid_mcc,16,none,3,0.001,1,0.5774,0.9854,0.9642,0.683,0.6095,0.9165,0.012,0.1718,0.6183,10
facebook/esm2_t33_650M_UR50D,2,0.1,valid_mcc,16,none,3,0.0005,1,0.4402,0.9932,0.9646,0.7797,0.5701,0.936,0.0633,0.1085,0.5881,7
facebook/esm2_t33_650M_UR50D,2,0.1,valid_mcc,16,all,3,0.001,1,0.5152,0.9883,0.9638,0.7068,0.5854,0.918,0.0177,0.1441,0.6274,9
facebook/esm2_t33_650M_UR50D,2,0.1,valid_mcc,16,all,3,0.0005,1,0.6013,0.9824,0.9627,0.6511,0.6061,0.9287,0.0202,0.1505,0.5971,10
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,33,none,3,0.001,1,0.5167,0.9909,0.9663,0.7552,0.6084,0.9225,0.0149,0.143,0.6333,10
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,33,none,3,0.0005,1,0.5439,0.9882,0.9652,0.7164,0.6067,0.9209,0.0111,0.1766,0.6202,11
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,33,all,3,0.001,1,0.4801,0.9918,0.9653,0.762,0.5886,0.9221,0.0206,0.131,0.6333,9
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,33,all,3,0.0005,1,0.5008,0.9909,0.9655,0.7494,0.5961,0.9108,0.009,0.1853,0.631,14
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,16,none,3,0.001,1,0.5455,0.9881,0.9651,0.714,0.6065,0.918,0.0068,0.2064,0.6216,12
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,16,none,3,0.0005,1,0.5566,0.9865,0.9642,0.6925,0.6026,0.9291,0.0339,0.1215,0.6004,8
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,16,all,3,0.001,1,0.5566,0.988,0.9656,0.7166,0.6142,0.937,0.0321,0.1209,0.6134,7
facebook/esm2_t33_650M_UR50D,4,0.0,valid_mcc,16,all,3,0.0005,1,0.5072,0.9897,0.9647,0.7294,0.591,0.9347,0.0466,0.108,0.601,7
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,33,none,3,0.001,1,0.4514,0.9933,0.9652,0.7861,0.5801,0.9265,0.0579,0.0985,0.622,6
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,33,none,3,0.0005,1,0.5758,0.9875,0.9662,0.7163,0.6249,0.9336,0.0207,0.1471,0.6018,9
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,33,all,3,0.001,1,0.547,0.9905,0.9675,0.7588,0.6283,0.9327,0.0588,0.0964,0.6302,6
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,33,all,3,0.0005,1,0.5375,0.989,0.9656,0.7279,0.6084,0.9127,0.0185,0.1352,0.6309,10
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,16,none,3,0.001,1,0.4705,0.991,0.9641,0.7412,0.5736,0.9298,0.0362,0.1203,0.6118,7
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,16,none,3,0.0005,1,0.4753,0.9895,0.9629,0.7129,0.5642,0.9172,0.0065,0.2261,0.6075,19
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,16,all,3,0.001,1,0.5215,0.9909,0.9666,0.7587,0.6129,0.9213,0.0088,0.2019,0.6333,12
facebook/esm2_t33_650M_UR50D,4,0.1,valid_mcc,16,all,3,0.0005,1,0.555,0.9861,0.9637,0.685,0.598,0.9351,0.0474,0.1083,0.5949,7
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,33,none,3,0.001,1,0.5152,0.9923,0.9676,0.7859,0.621,0.9318,0.0519,0.0979,0.6334,6
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,33,none,3,0.0005,1,0.4785,0.9917,0.9651,0.7595,0.5865,0.9353,0.062,0.1006,0.6156,6
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,33,all,3,0.001,1,0.6013,0.9904,0.9703,0.7741,0.6673,0.9443,0.0553,0.0931,0.6344,6
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,33,all,3,0.0005,1,0.4242,0.9943,0.9647,0.8012,0.5679,0.9303,0.0628,0.1064,0.619,6
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,16,none,3,0.001,1,0.5774,0.9866,0.9654,0.7016,0.6187,0.92,0.0047,0.2,0.6379,15
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,16,none,3,0.0005,1,0.5933,0.9833,0.9631,0.6596,0.6063,0.9192,0.0038,0.2163,0.6162,17
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,16,all,3,0.001,1,0.5758,0.9885,0.9671,0.7323,0.6327,0.9366,0.0495,0.0992,0.6323,6
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,16,all,3,0.0005,1,0.5885,0.9855,0.9649,0.6884,0.6183,0.9236,0.0179,0.1526,0.6187,9
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,33,none,3,0.001,1,0.5837,0.9885,0.9675,0.7349,0.6385,0.934,0.0501,0.0964,0.6265,6
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,33,none,3,0.0005,1,0.4976,0.9917,0.9661,0.7666,0.6016,0.9334,0.0627,0.0973,0.6149,6
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,33,all,3,0.001,1,0.5662,0.9907,0.9687,0.7684,0.6441,0.9376,0.0536,0.0961,0.6419,6
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,33,all,3,0.0005,1,0.6539,0.9827,0.9656,0.6732,0.6454,0.9346,0.0215,0.125,0.6344,9
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,16,none,3,0.001,1,0.547,0.9892,0.9663,0.7345,0.6171,0.9227,0.0095,0.1584,0.6402,11
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,16,none,3,0.0005,1,0.4689,0.9929,0.9657,0.7819,0.5899,0.9322,0.0675,0.1003,0.6107,6
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,16,all,3,0.001,1,0.6188,0.9853,0.9663,0.6966,0.639,0.9318,0.0168,0.1356,0.6295,9
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,16,all,3,0.0005,1,0.4641,0.9919,0.9646,0.7578,0.5766,0.9256,0.0633,0.1033,0.6,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,33,none,3,0.001,1,0.5726,0.9884,0.9669,0.7297,0.6296,0.9274,0.0367,0.1046,0.6483,7
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,33,none,3,0.0005,1,0.4705,0.9927,0.9656,0.7784,0.5894,0.9331,0.0528,0.1057,0.6213,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,33,all,3,0.001,1,0.547,0.9912,0.9682,0.7725,0.6346,0.9268,0.0542,0.0977,0.6309,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,33,all,3,0.0005,1,0.6061,0.9873,0.9675,0.7224,0.645,0.9217,0.0207,0.1324,0.6364,9
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,16,none,3,0.001,1,0.5869,0.9896,0.9688,0.7556,0.6502,0.9349,0.0434,0.0989,0.6398,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,16,none,3,0.0005,1,0.488,0.9928,0.9666,0.7866,0.6042,0.93,0.0565,0.1017,0.6218,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,16,all,3,0.001,1,0.6172,0.9862,0.9671,0.7101,0.645,0.9286,0.0056,0.1633,0.6493,16
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,16,all,3,0.0005,1,0.4928,0.9905,0.9647,0.7392,0.5866,0.9315,0.056,0.0977,0.6194,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,33,none,3,0.001,1,0.5742,0.9897,0.9682,0.7531,0.6417,0.9295,0.0505,0.1005,0.6384,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,33,none,3,0.0005,1,0.4848,0.9925,0.9662,0.7795,0.5991,0.9347,0.0576,0.1,0.62,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,33,all,3,0.001,1,0.6045,0.9861,0.9663,0.7032,0.6345,0.9401,0.0535,0.092,0.6411,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,33,all,3,0.0005,1,0.5534,0.9898,0.9672,0.7478,0.627,0.9252,0.036,0.1052,0.6319,7
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,16,none,3,0.001,1,0.5869,0.9883,0.9675,0.7331,0.6394,0.9388,0.0444,0.0985,0.6414,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,16,none,3,0.0005,1,0.4801,0.9926,0.966,0.7798,0.5962,0.9293,0.0578,0.1024,0.6123,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,16,all,3,0.001,1,0.4928,0.9929,0.967,0.7923,0.6097,0.9349,0.0318,0.132,0.6376,7
