lm_key,r,lora_dropout,early_stop_metric,train_layer,bias,patience,lr,gpu,sensitivity,specificity,accuracy,precision,mcc,micro_auroc,train_bce,valid_bce,valid_mcc,epoch_count
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,16,none,3,0.0005,1,0.563,0.9878,0.9658,0.716,0.6176,0.9211,0.0092,0.1876,0.6165,11
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,16,none,3,0.001,0,0.4689,0.9931,0.966,0.7882,0.5925,0.9406,0.0879,0.0934,0.6093,5
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,16,all,3,0.001,1,0.5901,0.9845,0.9641,0.6752,0.6125,0.9291,0.0113,0.1593,0.6242,11
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,16,all,3,0.0005,1,0.5726,0.9854,0.964,0.6812,0.6059,0.9327,0.0202,0.1364,0.6111,9
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,16,none,3,0.0005,0,0.5327,0.9878,0.9642,0.7046,0.5947,0.9177,0.0063,0.2119,0.6108,12
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,33,none,3,0.001,1,0.4338,0.9946,0.9656,0.8144,0.5796,0.924,0.0505,0.1156,0.6239,6
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,16,all,3,0.001,0,0.5455,0.9908,0.9677,0.7634,0.6295,0.9386,0.0537,0.0951,0.6327,6
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,33,none,3,0.0005,1,0.4801,0.9922,0.9657,0.7718,0.5928,0.9325,0.0653,0.0941,0.6189,6
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,33,all,3,0.001,1,0.5614,0.989,0.9669,0.7364,0.6264,0.9346,0.0538,0.0947,0.6235,6
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,16,all,3,0.0005,0,0.5646,0.986,0.9642,0.6874,0.6046,0.9219,0.0188,0.1485,0.6099,9
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,33,all,3,0.0005,1,0.4593,0.9915,0.964,0.7481,0.5694,0.9134,0.021,0.1392,0.6257,9
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,16,none,3,0.001,1,0.4689,0.9927,0.9656,0.7778,0.5881,0.9279,0.0299,0.1228,0.6271,7
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,33,none,3,0.001,0,0.571,0.9874,0.9658,0.7117,0.62,0.9246,0.0062,0.1825,0.633,14
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,16,none,3,0.0005,1,0.5136,0.9892,0.9646,0.722,0.5915,0.9235,0.0193,0.1453,0.6119,9
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,16,all,3,0.001,1,0.5518,0.9898,0.9671,0.7473,0.6259,0.9436,0.051,0.0975,0.6343,6
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,33,none,3,0.0005,0,0.4593,0.9931,0.9655,0.7847,0.5848,0.9376,0.0666,0.099,0.6103,6
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,16,all,3,0.0005,1,0.63,0.9829,0.9646,0.6684,0.6303,0.923,0.0065,0.1812,0.6239,12
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,33,all,3,0.001,0,0.555,0.99,0.9675,0.7516,0.6297,0.9298,0.0607,0.0973,0.639,6
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,33,none,3,0.001,1,0.5789,0.9885,0.9673,0.7333,0.635,0.9327,0.0325,0.1062,0.6343,7
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,33,none,3,0.0005,1,0.4625,0.9924,0.965,0.7692,0.5804,0.9342,0.0653,0.0969,0.6133,6
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,33,all,3,0.0005,0,0.555,0.9894,0.9669,0.7404,0.6245,0.927,0.0414,0.1034,0.6234,7
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,16,none,3,0.001,0,0.4769,0.9929,0.9662,0.7868,0.5971,0.9268,0.053,0.1018,0.6189,6
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,33,all,3,0.001,1,0.5965,0.9867,0.9665,0.7097,0.6333,0.9268,0.0132,0.1395,0.6424,12
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,16,none,3,0.0005,0,0.5805,0.9865,0.9655,0.7013,0.6203,0.9258,0.0098,0.1731,0.6076,11
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,33,all,3,0.0005,1,0.5646,0.9888,0.9668,0.7329,0.6266,0.9232,0.0209,0.1257,0.6202,9
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,16,all,3,0.001,0,0.5901,0.9848,0.9644,0.6801,0.615,0.9387,0.0521,0.0968,0.6234,6
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,16,none,3,0.001,1,0.5646,0.9877,0.9658,0.7152,0.6181,0.9271,0.0158,0.1525,0.6248,9
facebook/esm2_t33_650M_UR50D,6,0.1,valid_mcc,16,all,3,0.0005,0,0.5072,0.9904,0.9654,0.743,0.5971,0.9203,0.0193,0.1467,0.6044,9
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,16,none,3,0.0005,1,0.5598,0.9871,0.965,0.7034,0.6097,0.9152,0.0053,0.2072,0.6161,13
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,16,all,3,0.001,1,0.5407,0.99,0.9667,0.7467,0.619,0.9371,0.0507,0.1009,0.6322,6
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,33,none,3,0.001,0,0.5199,0.9913,0.9669,0.7653,0.6149,0.9327,0.0483,0.0943,0.635,6
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,16,all,3,0.0005,1,0.5486,0.9892,0.9664,0.735,0.6183,0.9161,0.0133,0.1564,0.6066,10
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,33,none,3,0.001,1,0.547,0.9902,0.9672,0.7522,0.6253,0.9495,0.079,0.0926,0.6169,5
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,33,none,3,0.0005,0,0.5534,0.9896,0.967,0.7446,0.6256,0.9269,0.0106,0.1627,0.6317,11
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,33,none,3,0.0005,1,0.496,0.992,0.9663,0.7717,0.6028,0.927,0.0362,0.1217,0.6252,7
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,33,all,3,0.001,0,0.6364,0.9847,0.9666,0.6939,0.647,0.9434,0.0546,0.0934,0.6385,6
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,33,all,3,0.001,1,0.6348,0.9857,0.9675,0.7082,0.6535,0.9327,0.0181,0.1197,0.644,10
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,33,all,3,0.0005,0,0.6093,0.9852,0.9657,0.692,0.6315,0.9283,0.0249,0.1206,0.6214,9
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,33,all,3,0.0005,1,0.5933,0.985,0.9647,0.6838,0.6186,0.9229,0.0153,0.1423,0.6391,10
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,16,none,3,0.001,1,0.4721,0.9934,0.9664,0.7957,0.5977,0.9276,0.0456,0.1124,0.6122,6
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,16,none,3,0.001,0,0.5231,0.9909,0.9667,0.7593,0.6141,0.9313,0.0477,0.0987,0.6289,6
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,16,none,3,0.0005,0,0.4402,0.9939,0.9652,0.7977,0.5773,0.9337,0.067,0.1018,0.6015,6
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,16,none,3,0.0005,1,0.5263,0.9872,0.9633,0.6918,0.5849,0.917,0.0047,0.205,0.6193,15
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,16,all,3,0.001,0,0.563,0.9877,0.9657,0.7146,0.6169,0.9333,0.0511,0.103,0.6243,6
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,16,all,3,0.001,1,0.5327,0.9914,0.9676,0.7714,0.6254,0.9365,0.0471,0.1038,0.6279,6
facebook/esm2_t33_650M_UR50D,8,0.0,valid_mcc,16,all,3,0.0005,0,0.4864,0.9915,0.9654,0.7587,0.5912,0.9295,0.0631,0.0994,0.6095,6
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,16,all,3,0.0005,1,0.4561,0.9928,0.965,0.7751,0.5787,0.9305,0.061,0.1014,0.615,6
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,33,none,3,0.001,1,0.6348,0.9841,0.966,0.685,0.6416,0.9305,0.0116,0.1681,0.6352,12
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,33,none,3,0.001,0,0.63,0.9834,0.9651,0.6741,0.6333,0.9337,0.0198,0.1371,0.634,9
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,33,none,3,0.0005,1,0.5072,0.9909,0.9659,0.7536,0.6018,0.93,0.0601,0.0966,0.622,6
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,33,none,3,0.0005,0,0.5152,0.9909,0.9663,0.7564,0.608,0.9375,0.0646,0.0951,0.6137,6
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,33,all,3,0.001,1,0.4705,0.9925,0.9655,0.7743,0.5877,0.9283,0.0443,0.1052,0.6394,7
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,33,all,3,0.001,0,0.5582,0.9897,0.9674,0.7479,0.6299,0.9319,0.0537,0.0958,0.6323,6
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,33,all,3,0.0005,1,0.5279,0.99,0.966,0.7422,0.6093,0.9088,0.0197,0.13,0.6345,9
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,33,all,3,0.0005,0,0.5215,0.9902,0.9659,0.7432,0.6059,0.9258,0.0398,0.1045,0.627,7
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,16,none,3,0.001,1,0.5837,0.9867,0.9658,0.7052,0.624,0.9218,0.0096,0.1605,0.6403,11
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,16,none,3,0.0005,1,0.4689,0.9925,0.9654,0.7737,0.5864,0.9343,0.0642,0.0996,0.613,6
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,16,none,3,0.001,0,0.5423,0.9894,0.9662,0.7359,0.6149,0.9271,0.0216,0.1262,0.6262,8
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,16,all,3,0.001,1,0.4864,0.9936,0.9673,0.8047,0.6108,0.9261,0.0305,0.1461,0.6193,7
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,16,none,3,0.0005,0,0.4721,0.9922,0.9653,0.7688,0.5864,0.9322,0.0676,0.0989,0.606,6
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,16,all,3,0.0005,1,0.4482,0.9931,0.9649,0.7806,0.5757,0.9283,0.0606,0.1039,0.6243,6
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,16,all,3,0.001,0,0.5375,0.9901,0.9666,0.7472,0.6173,0.9364,0.0515,0.1005,0.6295,6
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,33,none,3,0.001,1,0.5375,0.9912,0.9677,0.7694,0.6274,0.9312,0.0488,0.1017,0.6341,6
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,33,none,3,0.0005,1,0.6093,0.9851,0.9656,0.6908,0.6308,0.9283,0.0169,0.1424,0.6267,9
facebook/esm2_t33_650M_UR50D,8,0.1,valid_mcc,16,all,3,0.0005,0,0.6013,0.9836,0.9638,0.6673,0.6145,0.9249,0.0145,0.1513,0.6074,10
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,33,all,3,0.001,1,0.5678,0.9888,0.967,0.734,0.6289,0.9365,0.0501,0.0977,0.6385,6
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,33,none,3,0.001,0,0.5407,0.9931,0.9697,0.811,0.6479,0.9317,0.0509,0.0992,0.6367,6
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,33,all,3,0.0005,1,0.5343,0.9892,0.9656,0.7298,0.6074,0.9177,0.0174,0.1294,0.6227,9
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,16,none,3,0.001,1,0.4609,0.9929,0.9653,0.779,0.5835,0.9312,0.028,0.1293,0.6332,7
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,16,none,3,0.0005,1,0.4976,0.9922,0.9666,0.7781,0.6066,0.932,0.0607,0.0988,0.6157,6
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,33,none,3,0.0005,0,0.5311,0.9895,0.9657,0.7335,0.6072,0.9182,0.0086,0.1735,0.6219,13
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,16,all,3,0.001,1,0.5072,0.992,0.9669,0.7756,0.6115,0.9371,0.0502,0.1062,0.6446,6
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,16,all,3,0.0005,1,0.4721,0.9922,0.9653,0.7688,0.5864,0.9284,0.0585,0.1021,0.6217,6
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,33,all,3,0.001,0,0.5694,0.9892,0.9675,0.7422,0.6337,0.9353,0.0558,0.0918,0.6475,6
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,33,none,3,0.001,1,0.6045,0.9892,0.9693,0.7535,0.6593,0.934,0.0487,0.0993,0.6428,6
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,33,all,3,0.0005,0,0.4673,0.9922,0.9651,0.767,0.5826,0.9302,0.0388,0.1054,0.6318,7
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,16,none,3,0.001,0,0.5359,0.9908,0.9672,0.7602,0.6223,0.93,0.0448,0.1034,0.6337,6
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,33,none,3,0.0005,1,0.5758,0.9882,0.9668,0.7264,0.6298,0.926,0.0078,0.177,0.6306,15
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,16,none,3,0.0005,0,0.4769,0.9921,0.9654,0.7667,0.5886,0.9341,0.0642,0.0979,0.6111,6
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,33,all,3,0.001,1,0.6124,0.9863,0.967,0.7098,0.6422,0.9274,0.0532,0.0942,0.6444,6
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,16,all,3,0.001,0,0.6316,0.9816,0.9635,0.6524,0.6227,0.9358,0.0169,0.1306,0.6291,10
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,33,all,3,0.0005,1,0.5901,0.9872,0.9666,0.7157,0.6327,0.921,0.0146,0.1359,0.6399,10
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,16,none,3,0.001,1,0.5215,0.9911,0.9668,0.7622,0.6145,0.9333,0.0448,0.1035,0.6278,6
facebook/esm2_t33_650M_UR50D,10,0.0,valid_mcc,16,all,3,0.0005,0,0.5455,0.9881,0.9651,0.714,0.6065,0.9319,0.036,0.1162,0.6058,7
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,16,none,3,0.0005,1,0.4928,0.9921,0.9662,0.7725,0.6012,0.9365,0.0622,0.0984,0.616,6
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,16,all,3,0.001,1,0.5742,0.9891,0.9676,0.7423,0.6365,0.9433,0.0487,0.0972,0.6359,6
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,33,none,3,0.001,0,0.4274,0.9938,0.9645,0.7906,0.5658,0.9235,0.0497,0.1127,0.6258,6
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,16,all,3,0.0005,1,0.4817,0.9911,0.9647,0.7475,0.5833,0.9281,0.0602,0.1004,0.6124,6
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,33,none,3,0.0005,0,0.5152,0.991,0.9664,0.7582,0.6088,0.9339,0.0611,0.0959,0.622,6
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,33,none,3,0.001,1,0.5582,0.9895,0.9671,0.7431,0.6276,0.9353,0.0507,0.0977,0.6457,6
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,33,all,3,0.001,0,0.5742,0.9888,0.9673,0.7362,0.6336,0.9333,0.0598,0.0917,0.6322,6
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,33,none,3,0.0005,1,0.5837,0.9862,0.9654,0.6985,0.6207,0.9276,0.0075,0.1723,0.6277,12
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,33,all,3,0.001,1,0.5502,0.9911,0.9683,0.7718,0.6362,0.9388,0.0545,0.0962,0.6461,6
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,33,all,3,0.0005,0,0.5614,0.9892,0.967,0.7395,0.6278,0.9231,0.0142,0.1396,0.6288,10
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,33,all,3,0.0005,1,0.5008,0.9926,0.9671,0.787,0.6124,0.9228,0.0552,0.1032,0.6209,6
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,16,none,3,0.001,0,0.5167,0.9902,0.9657,0.7431,0.603,0.9325,0.0469,0.1046,0.6241,6
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,16,none,3,0.001,1,0.5518,0.9891,0.9665,0.7346,0.6199,0.9349,0.0442,0.1028,0.6311,6
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,16,none,3,0.0005,1,0.5423,0.9886,0.9655,0.7219,0.6084,0.9175,0.0102,0.1542,0.6253,10
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,16,none,3,0.0005,0,0.5359,0.9875,0.9641,0.7,0.5943,0.919,0.0083,0.1799,0.6123,11
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,16,all,3,0.001,1,0.5518,0.9882,0.9656,0.7178,0.612,0.9231,0.0237,0.1133,0.634,8
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,16,all,3,0.001,0,0.6045,0.9879,0.968,0.7317,0.6486,0.9443,0.0491,0.092,0.6392,6
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,16,all,3,0.0005,1,0.6332,0.9828,0.9647,0.6684,0.632,0.931,0.0065,0.1769,0.6284,13
facebook/esm2_t33_650M_UR50D,10,0.1,valid_mcc,16,all,3,0.0005,0,0.5758,0.9868,0.9655,0.7037,0.6188,0.9244,0.0262,0.1159,0.612,8
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,33,none,3,0.001,0,0.5869,0.9908,0.9698,0.7764,0.66,0.9329,0.051,0.0988,0.6381,6
facebook/esm2_t33_650M_UR50D,14,0.1,valid_mcc,33,none,3,0.001,1,0.5279,0.9915,0.9675,0.7734,0.6234,0.9161,0.0133,0.1529,0.6513,15
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,33,none,3,0.0005,0,0.5247,0.9909,0.9667,0.7581,0.6146,0.9318,0.0566,0.0992,0.6208,6
facebook/esm2_t33_650M_UR50D,14,0.1,valid_mcc,33,none,3,0.0005,1,0.622,0.9821,0.9635,0.6555,0.6193,0.9305,0.0182,0.143,0.6039,9
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,33,all,3,0.001,0,0.5758,0.9895,0.968,0.749,0.6406,0.9454,0.0536,0.0957,0.6396,6
facebook/esm2_t33_650M_UR50D,14,0.1,valid_mcc,33,all,3,0.001,1,0.5869,0.9878,0.967,0.7244,0.6352,0.9251,0.02,0.128,0.6405,10
facebook/esm2_t33_650M_UR50D,14,0.1,valid_mcc,33,all,3,0.0005,1,0.5407,0.9897,0.9665,0.7418,0.6167,0.9228,0.0189,0.1328,0.6246,9
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,33,all,3,0.0005,0,0.5088,0.9906,0.9656,0.7471,0.5999,0.9046,0.0062,0.1901,0.6284,13
facebook/esm2_t33_650M_UR50D,14,0.1,valid_mcc,16,none,3,0.001,1,0.5391,0.9912,0.9678,0.7699,0.6286,0.9317,0.0455,0.1015,0.6309,6
facebook/esm2_t33_650M_UR50D,14,0.1,valid_mcc,16,none,3,0.0005,1,0.4577,0.9916,0.964,0.7493,0.5689,0.9276,0.0596,0.1012,0.6154,6
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,16,none,3,0.001,0,0.5965,0.9841,0.964,0.6715,0.6141,0.9287,0.0071,0.1628,0.6349,12
facebook/esm2_t33_650M_UR50D,14,0.1,valid_mcc,16,all,3,0.001,1,0.5646,0.989,0.967,0.7375,0.6287,0.9261,0.0195,0.1308,0.6494,15
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,16,none,3,0.0005,0,0.4928,0.9922,0.9664,0.7764,0.6028,0.9332,0.0603,0.0985,0.6211,6
facebook/esm2_t33_650M_UR50D,14,0.1,valid_mcc,16,all,3,0.0005,1,0.5215,0.9906,0.9663,0.7517,0.6098,0.9255,0.0576,0.1021,0.6118,6
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,16,all,3,0.001,0,0.5391,0.9909,0.9675,0.763,0.6255,0.941,0.0488,0.1015,0.6265,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,33,none,3,0.001,1,0.5566,0.992,0.9694,0.7914,0.6489,0.9327,0.0492,0.1037,0.6321,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,33,none,3,0.0005,1,0.5215,0.9912,0.9669,0.764,0.6153,0.9328,0.0537,0.0988,0.6224,6
facebook/esm2_t33_650M_UR50D,12,0.0,valid_mcc,16,all,3,0.0005,0,0.445,0.9924,0.9641,0.7623,0.5661,0.9191,0.0579,0.1042,0.6194,6
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,33,none,3,0.001,0,0.5311,0.9912,0.9674,0.7673,0.6226,0.9286,0.0497,0.1043,0.6455,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,33,all,3,0.001,1,0.5614,0.9905,0.9683,0.7636,0.639,0.9234,0.0113,0.1438,0.6506,12
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,33,none,3,0.0005,0,0.4976,0.9916,0.966,0.7647,0.6008,0.9377,0.0598,0.0987,0.6174,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,33,all,3,0.0005,1,0.5104,0.9917,0.9668,0.7711,0.6115,0.9255,0.0537,0.1023,0.6213,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,16,none,3,0.001,1,0.5518,0.9904,0.9677,0.7588,0.6312,0.9279,0.0441,0.1074,0.635,6
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,33,all,3,0.001,0,0.5646,0.9881,0.9661,0.721,0.6209,0.9345,0.0553,0.095,0.6279,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,16,none,3,0.0005,1,0.5056,0.9918,0.9666,0.7713,0.6086,0.9251,0.0578,0.101,0.6157,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,16,all,3,0.001,1,0.5327,0.9893,0.9656,0.7309,0.6069,0.9302,0.049,0.0992,0.6272,6
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,33,all,3,0.0005,0,0.4211,0.994,0.9643,0.7928,0.5624,0.9285,0.0251,0.1413,0.6225,8
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,16,none,3,0.001,0,0.4944,0.9915,0.9658,0.7617,0.5975,0.9258,0.0468,0.1063,0.6288,6
facebook/esm2_t33_650M_UR50D,16,0.0,valid_mcc,16,all,3,0.0005,1,0.5821,0.9852,0.9643,0.6822,0.6117,0.9215,0.0042,0.1899,0.6285,17
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,16,none,3,0.0005,0,0.4641,0.992,0.9646,0.7598,0.5775,0.929,0.0624,0.0988,0.6178,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,33,none,3,0.001,1,0.5279,0.9911,0.9671,0.7644,0.6194,0.9242,0.0506,0.102,0.6391,6
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,16,all,3,0.001,0,0.5359,0.9914,0.9678,0.7724,0.6278,0.9312,0.0494,0.1054,0.6413,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,33,none,3,0.0005,1,0.5614,0.9898,0.9676,0.7505,0.633,0.9369,0.0337,0.1092,0.6354,7
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,33,all,3,0.001,1,0.4689,0.9906,0.9636,0.7313,0.5683,0.9396,0.1477,0.0984,0.5756,4
facebook/esm2_t33_650M_UR50D,12,0.1,valid_mcc,16,all,3,0.0005,0,0.5502,0.9871,0.9645,0.6998,0.6025,0.9253,0.0193,0.1339,0.6271,9
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,33,all,3,0.0005,1,0.5646,0.9895,0.9675,0.7453,0.6324,0.9328,0.0205,0.1286,0.6437,9
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,33,none,3,0.001,0,0.5423,0.9912,0.9679,0.771,0.631,0.941,0.0799,0.089,0.6337,5
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,16,none,3,0.001,1,0.622,0.9839,0.9651,0.6783,0.6313,0.927,0.02,0.1263,0.6389,9
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,33,none,3,0.0005,0,0.5295,0.9912,0.9673,0.7667,0.6214,0.9373,0.0537,0.1016,0.6166,6
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,33,all,3,0.001,0,0.5486,0.9903,0.9675,0.756,0.628,0.9281,0.0565,0.0967,0.6319,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,16,none,3,0.0005,1,0.5774,0.9884,0.9671,0.7313,0.6331,0.9301,0.0044,0.1841,0.6278,20
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,16,all,3,0.001,1,0.512,0.9906,0.9658,0.7483,0.6024,0.9398,0.0478,0.1091,0.622,6
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,33,all,3,0.0005,0,0.5183,0.9923,0.9678,0.7869,0.6234,0.9402,0.0577,0.0973,0.6409,6
facebook/esm2_t33_650M_UR50D,16,0.1,valid_mcc,16,all,3,0.0005,1,0.5646,0.9869,0.9651,0.7024,0.6119,0.9203,0.0111,0.1551,0.6084,10
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,16,none,3,0.001,0,0.5614,0.9901,0.9679,0.7554,0.6352,0.9355,0.0436,0.0997,0.6389,6
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,33,none,3,0.001,1,0.5231,0.9903,0.9661,0.7472,0.6087,0.9339,0.054,0.0944,0.6387,6
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,16,none,3,0.0005,0,0.5199,0.9909,0.9665,0.7564,0.6109,0.9309,0.0578,0.1005,0.6131,6
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,33,none,3,0.0005,1,0.4976,0.9918,0.9662,0.7685,0.6024,0.933,0.0644,0.0996,0.6076,6
facebook/esm2_t33_650M_UR50D,14,0.0,valid_mcc,16,all,3,0.001,0,0.5375,0.9908,0.9673,0.7607,0.6235,0.9396,0.0196,0.1456,0.6331,9
facebook/esm2_t33_650M_UR50D,6,0.0,valid_mcc,33,all,3,0.001,1,0.4641,0.9936,0.9662,0.7995,0.594,0.9212,0.0372,0.1203,0.6309,7
