Unnamed: 0,bert_freeze_layer,gearnet_freeze_layer,lr,patience,rus_seed,undersample_rate,early_stop_metric,optimizer,lr_half_epoch,sensitivity,specificity,accuracy,precision,mcc,micro_auroc,train_bce,valid_bce,valid_mcc,epoch_count
172.0,28,0,0.0004,10,68,0.05,valid_mcc,adam,0,0.5359,0.9853,0.962,0.6653,0.5777,0.9122,0.0038,0.1807,0.5744,24
173.0,28,0,0.0002,10,69,0.05,valid_mcc,adam,0,0.5311,0.985,0.9615,0.6594,0.5721,0.9076,0.0011,0.1915,0.5896,39
174.0,28,0,0.0004,10,69,0.05,valid_mcc,adam,0,0.614,0.9678,0.9494,0.5099,0.5332,0.9186,0.0037,0.1648,0.5736,23
175.0,28,0,0.0002,10,70,0.05,valid_mcc,adam,0,0.5215,0.9881,0.9639,0.7047,0.5882,0.9055,0.0038,0.1471,0.5881,21
176.0,28,0,0.0004,10,70,0.05,valid_mcc,adam,0,0.5167,0.9876,0.9632,0.6953,0.581,0.883,0.0015,0.2267,0.5806,43
177.0,28,0,0.0002,10,71,0.05,valid_mcc,adam,0,0.5215,0.9893,0.9651,0.7267,0.5984,0.9081,0.0019,0.1748,0.5917,32
178.0,28,0,0.0004,10,71,0.05,valid_mcc,adam,0,0.5694,0.9779,0.9567,0.5843,0.554,0.9215,0.0039,0.1462,0.5781,22
179.0,28,0,0.0002,10,72,0.05,valid_mcc,adam,0,0.5614,0.9787,0.957,0.5896,0.5527,0.9109,0.0027,0.1571,0.5785,30
180.0,28,0,0.0004,10,72,0.05,valid_mcc,adam,0,0.4912,0.9915,0.9656,0.7586,0.5942,0.9047,0.0013,0.2154,0.5966,42
181.0,28,0,0.0002,10,73,0.05,valid_mcc,adam,0,0.488,0.9896,0.9637,0.72,0.5751,0.9069,0.0017,0.1781,0.6041,41
182.0,28,0,0.0004,10,73,0.05,valid_mcc,adam,0,0.4896,0.9874,0.9616,0.6792,0.5576,0.8908,0.0016,0.2045,0.6014,41
183.0,28,0,0.0002,10,74,0.05,valid_mcc,adam,0,0.4992,0.9888,0.9634,0.7081,0.5766,0.8922,0.0015,0.1897,0.5898,37
184.0,28,0,0.0004,10,74,0.05,valid_mcc,adam,0,0.5885,0.9809,0.9606,0.6276,0.587,0.9091,0.0011,0.206,0.5956,39
185.0,28,0,0.0002,10,75,0.05,valid_mcc,adam,0,0.4896,0.9917,0.9657,0.7637,0.5954,0.8986,0.0009,0.199,0.6186,50
186.0,28,0,0.0004,10,75,0.05,valid_mcc,adam,0,0.4801,0.9934,0.9668,0.7984,0.604,0.8979,0.0009,0.2373,0.5908,39
187.0,28,0,0.0002,10,76,0.05,valid_mcc,adam,0,0.4673,0.9909,0.9637,0.7362,0.5694,0.902,0.0024,0.1662,0.5884,28
188.0,28,0,0.0004,10,76,0.05,valid_mcc,adam,0,0.429,0.9941,0.9648,0.7982,0.57,0.8977,0.0013,0.2691,0.5887,43
189.0,28,0,0.0002,10,77,0.05,valid_mcc,adam,0,0.4577,0.9922,0.9646,0.7633,0.5748,0.9125,0.0017,0.1871,0.5823,32
190.0,28,0,0.0004,10,77,0.05,valid_mcc,adam,0,0.5646,0.9814,0.9599,0.6243,0.5727,0.907,0.0031,0.1911,0.5795,25
191.0,28,0,0.0002,10,78,0.05,valid_mcc,adam,0,0.5502,0.9864,0.9638,0.6886,0.5971,0.9111,0.0025,0.1496,0.6102,27
192.0,28,0,0.0004,10,78,0.05,valid_mcc,adam,0,0.4338,0.9915,0.9626,0.7351,0.5475,0.909,0.0044,0.202,0.5663,21
193.0,28,0,0.0002,10,79,0.05,valid_mcc,adam,0,0.4402,0.9927,0.9641,0.7667,0.5647,0.9077,0.0026,0.1806,0.5868,25
194.0,28,0,0.0004,10,79,0.05,valid_mcc,adam,0,0.614,0.9786,0.9597,0.6101,0.5908,0.9131,0.0028,0.1691,0.5812,25
195.0,28,0,0.0002,10,80,0.05,valid_mcc,adam,0,0.5486,0.9843,0.9618,0.6565,0.5804,0.9166,0.0018,0.1702,0.5952,36
196.0,28,0,0.0004,10,80,0.05,valid_mcc,adam,0,0.4561,0.9895,0.9618,0.7027,0.5478,0.8933,0.0025,0.2015,0.578,26
197.0,28,0,0.0002,10,81,0.05,valid_mcc,adam,0,0.6236,0.9746,0.9564,0.5725,0.5745,0.9133,0.0018,0.164,0.5866,29
198.0,28,0,0.0004,10,81,0.05,valid_mcc,adam,0,0.6093,0.9746,0.9557,0.5676,0.5647,0.9128,0.0038,0.1566,0.5778,24
199.0,28,0,0.0002,10,82,0.05,valid_mcc,adam,0,0.4864,0.989,0.963,0.7077,0.5686,0.9106,0.0019,0.1663,0.5948,31
200.0,28,0,0.0004,10,82,0.05,valid_mcc,adam,0,0.5821,0.9795,0.9589,0.6083,0.5735,0.9199,0.0035,0.1575,0.5787,24
201.0,28,0,0.0002,10,83,0.05,valid_mcc,adam,0,0.5167,0.9852,0.9609,0.6559,0.5622,0.9199,0.0033,0.1507,0.5795,24
202.0,28,0,0.0004,10,83,0.05,valid_mcc,adam,0,0.614,0.9751,0.9564,0.5738,0.5706,0.9175,0.0046,0.1735,0.5785,21
203.0,28,0,0.0002,10,84,0.05,valid_mcc,adam,0,0.5758,0.9801,0.9591,0.6119,0.572,0.9138,0.0027,0.163,0.5786,25
204.0,28,0,0.0004,10,84,0.05,valid_mcc,adam,0,0.6443,0.9719,0.955,0.5565,0.5752,0.9189,0.0042,0.1695,0.5684,22
205.0,28,0,0.0002,10,85,0.05,valid_mcc,adam,0,0.5502,0.987,0.9644,0.6984,0.6018,0.9157,0.0032,0.1502,0.5822,25
206.0,28,0,0.0004,10,85,0.05,valid_mcc,adam,0,0.5758,0.9819,0.9608,0.6344,0.5839,0.894,0.0016,0.2186,0.5834,40
207.0,28,0,0.0002,10,86,0.05,valid_mcc,adam,0,0.4482,0.9925,0.9643,0.7657,0.5696,0.9075,0.0021,0.1698,0.5893,36
208.0,28,0,0.0004,10,86,0.05,valid_mcc,adam,0,0.6077,0.974,0.955,0.5603,0.5598,0.9073,0.0019,0.2268,0.581,35
209.0,28,0,0.0002,10,87,0.05,valid_mcc,adam,0,0.5821,0.9746,0.9542,0.5556,0.5446,0.9056,0.004,0.1423,0.5831,21
210.0,28,0,0.0004,10,87,0.05,valid_mcc,adam,0,0.7018,0.9495,0.9366,0.4314,0.5196,0.9269,0.0078,0.1768,0.5618,17
211.0,28,0,0.0002,10,88,0.05,valid_mcc,adam,0,0.5901,0.9824,0.9621,0.6469,0.598,0.9159,0.0033,0.1598,0.5984,25
212.0,28,0,0.0004,10,88,0.05,valid_mcc,adam,0,0.6699,0.965,0.9497,0.5109,0.5592,0.9267,0.0054,0.1559,0.5877,21
213.0,28,0,0.0002,10,89,0.05,valid_mcc,adam,0,0.5375,0.9862,0.963,0.6808,0.5861,0.9029,0.0012,0.173,0.6007,38
214.0,28,0,0.0004,10,89,0.05,valid_mcc,adam,0,0.5726,0.9807,0.9595,0.6179,0.5736,0.9003,0.0037,0.179,0.5704,23
215.0,28,0,0.0002,10,90,0.05,valid_mcc,adam,0,0.5439,0.9846,0.9618,0.6583,0.5786,0.9064,0.0044,0.1522,0.5786,20
216.0,28,0,0.0004,10,90,0.05,valid_mcc,adam,0,0.5518,0.9829,0.9606,0.6384,0.573,0.906,0.0015,0.2057,0.5843,35
217.0,28,0,0.0002,10,91,0.05,valid_mcc,adam,0,0.563,0.9838,0.962,0.6549,0.5875,0.9122,0.0027,0.1615,0.5803,28
218.0,28,0,0.0004,10,91,0.05,valid_mcc,adam,0,0.6699,0.9633,0.9481,0.4994,0.5519,0.9187,0.0035,0.1852,0.5744,24
219.0,28,0,0.0002,10,92,0.05,valid_mcc,adam,0,0.4785,0.9924,0.9658,0.7752,0.5932,0.9068,0.0013,0.1958,0.5831,36
220.0,28,0,0.0004,10,92,0.05,valid_mcc,adam,0,0.4577,0.9932,0.9655,0.7863,0.5844,0.9053,0.0019,0.2098,0.5859,33
221.0,28,0,0.0002,10,93,0.05,valid_mcc,adam,0,0.5199,0.9887,0.9644,0.7149,0.592,0.9071,0.0023,0.1635,0.575,26
222.0,28,0,0.0004,10,93,0.05,valid_mcc,adam,0,0.5965,0.9771,0.9574,0.5871,0.5693,0.9084,0.0036,0.1634,0.5872,26
223.0,28,0,0.0002,10,94,0.05,valid_mcc,adam,0,0.5837,0.9828,0.9621,0.6489,0.5957,0.9148,0.003,0.142,0.5899,26
224.0,28,0,0.0004,10,94,0.05,valid_mcc,adam,0,0.5774,0.9788,0.958,0.5983,0.5657,0.8957,0.0042,0.1705,0.5614,23
225.0,28,0,0.0002,10,95,0.05,valid_mcc,adam,0,0.5518,0.9861,0.9637,0.6851,0.5963,0.9184,0.0008,0.1755,0.6068,56
226.0,28,0,0.0004,10,95,0.05,valid_mcc,adam,0,0.4833,0.9907,0.9644,0.739,0.5806,0.8994,0.0018,0.1921,0.5832,31
227.0,28,0,0.0002,10,96,0.05,valid_mcc,adam,0,0.5646,0.9828,0.9611,0.6413,0.5814,0.9065,0.0015,0.1782,0.5953,48
228.0,28,0,0.0004,10,96,0.05,valid_mcc,adam,0,0.5917,0.9828,0.9625,0.652,0.6015,0.9196,0.0018,0.1803,0.5988,31
229.0,28,0,0.0002,10,97,0.05,valid_mcc,adam,0,0.437,0.9925,0.9637,0.7611,0.5604,0.8938,0.0005,0.2173,0.5971,55
230.0,28,0,0.0004,10,97,0.05,valid_mcc,adam,0,0.4817,0.989,0.9627,0.7056,0.5648,0.9162,0.0021,0.1882,0.5954,30
231.0,28,0,0.0002,10,98,0.05,valid_mcc,adam,0,0.5758,0.9825,0.9614,0.6423,0.588,0.9167,0.0027,0.1587,0.5886,29
232.0,28,0,0.0004,10,98,0.05,valid_mcc,adam,0,0.6491,0.9718,0.9551,0.5568,0.5777,0.9124,0.0016,0.1918,0.5828,31
233.0,28,0,0.0002,10,99,0.05,valid_mcc,adam,0,0.5805,0.9808,0.9601,0.6233,0.5806,0.9115,0.0042,0.1403,0.5785,23
234.0,28,0,0.0004,10,99,0.05,valid_mcc,adam,0,0.5327,0.9848,0.9614,0.6575,0.572,0.9177,0.0026,0.1738,0.5777,28
,28,0,0.0004,10,0,0.05,valid_mcc,adam,12,0.5056,0.988,0.963,0.6967,0.5751,0.9094,0.0012,0.1738,0.594,31
,28,0,0.0004,10,1,0.05,valid_mcc,adam,12,0.453,0.9934,0.9654,0.7889,0.5823,0.901,0.0002,0.214,0.5972,38
,28,0,0.0004,10,2,0.05,valid_mcc,adam,12,0.5104,0.9895,0.9646,0.7256,0.5912,0.9123,0.0005,0.1945,0.6015,37
,28,0,0.0004,10,3,0.05,valid_mcc,adam,12,0.5359,0.9875,0.9642,0.7015,0.595,0.9111,0.001,0.1879,0.587,33
,28,0,0.0004,10,4,0.05,valid_mcc,adam,12,0.5407,0.9875,0.9643,0.7019,0.598,0.9063,0.0011,0.1775,0.6078,26
,28,0,0.0004,10,5,0.05,valid_mcc,adam,12,0.4848,0.9913,0.9651,0.7525,0.5875,0.8936,0.0008,0.2078,0.5903,33
,28,0,0.0004,10,6,0.05,valid_mcc,adam,12,0.5072,0.9875,0.9627,0.6898,0.5728,0.9011,0.0011,0.182,0.5905,32
,28,0,0.0004,10,7,0.05,valid_mcc,adam,12,0.4657,0.9926,0.9653,0.7745,0.5847,0.9057,0.0006,0.1966,0.5953,35
,28,0,0.0004,10,8,0.05,valid_mcc,adam,12,0.5136,0.9889,0.9643,0.7171,0.5892,0.9038,0.0012,0.1788,0.5938,28
,28,0,0.0004,10,9,0.05,valid_mcc,adam,12,0.4737,0.9915,0.9647,0.7538,0.581,0.8924,0.0001,0.1985,0.6068,41
,28,0,0.0004,10,10,0.05,valid_mcc,adam,12,0.4689,0.9944,0.9672,0.8212,0.6061,0.8908,0.0005,0.2158,0.5997,37
,28,0,0.0004,10,11,0.05,valid_mcc,adam,12,0.4769,0.993,0.9663,0.7889,0.598,0.8994,0.0003,0.2246,0.6023,45
,28,0,0.0004,10,12,0.05,valid_mcc,adam,12,0.5359,0.9862,0.9629,0.6802,0.5848,0.9003,0.0024,0.155,0.5913,22
,28,0,0.0004,10,13,0.05,valid_mcc,adam,12,0.5614,0.9854,0.9634,0.6769,0.5976,0.9148,0.0011,0.1724,0.5938,29
,28,0,0.0004,10,14,0.05,valid_mcc,adam,12,0.488,0.9918,0.9657,0.765,0.5949,0.9002,0.0008,0.2006,0.6108,34
,28,0,0.0004,10,15,0.05,valid_mcc,adam,12,0.496,0.9896,0.9641,0.7233,0.5815,0.8967,0.0006,0.1919,0.5853,35
,28,0,0.0004,10,16,0.05,valid_mcc,adam,12,0.4306,0.9944,0.9652,0.8084,0.5751,0.8975,0.0011,0.2083,0.5932,34
,28,0,0.0004,10,17,0.05,valid_mcc,adam,12,0.4817,0.9903,0.964,0.7312,0.5762,0.9027,0.0006,0.2022,0.5922,38
,28,0,0.0004,10,18,0.05,valid_mcc,adam,12,0.4083,0.9955,0.9651,0.8312,0.5682,0.8815,0.0002,0.2508,0.6028,49
,28,0,0.0004,10,19,0.05,valid_mcc,adam,12,0.4322,0.9939,0.9648,0.7947,0.5707,0.88,0.0004,0.2233,0.602,41
,28,0,0.0004,10,0,0.1,valid_mcc,adam,12,0.4386,0.9944,0.9656,0.8112,0.5817,0.8946,0.0003,0.2269,0.6096,34
,28,0,0.0004,10,1,0.1,valid_mcc,adam,12,0.4274,0.9927,0.9634,0.7614,0.5541,0.9,0.0025,0.1888,0.59,23
,28,0,0.0004,10,2,0.1,valid_mcc,adam,12,0.4067,0.9945,0.9641,0.8019,0.5559,0.8926,0.0001,0.2458,0.5931,51
,28,0,0.0004,10,3,0.1,valid_mcc,adam,12,0.4306,0.9944,0.9652,0.8084,0.5751,0.9065,0.0006,0.2244,0.6134,31
,28,0,0.0004,10,4,0.1,valid_mcc,adam,12,0.5167,0.9891,0.9646,0.7216,0.5932,0.897,0.0004,0.1936,0.6049,39
,28,0,0.0004,10,5,0.1,valid_mcc,adam,12,0.4848,0.9905,0.9643,0.7361,0.5803,0.8988,0.0016,0.1867,0.6007,24
,28,0,0.0004,10,6,0.1,valid_mcc,adam,12,0.4211,0.9955,0.9657,0.8354,0.5789,0.8935,0.0004,0.2222,0.5943,33
,28,0,0.0004,10,7,0.1,valid_mcc,adam,12,0.4689,0.9924,0.9653,0.7717,0.5856,0.9035,0.0004,0.2064,0.608,35
,28,0,0.0004,10,8,0.1,valid_mcc,adam,12,0.4817,0.9911,0.9647,0.7475,0.5833,0.9001,0.0025,0.1777,0.6049,22
,28,0,0.0004,10,9,0.1,valid_mcc,adam,12,0.4625,0.9929,0.9655,0.7817,0.5856,0.897,0.0006,0.2158,0.6064,37
,28,0,0.0004,10,10,0.1,valid_mcc,adam,12,0.4657,0.9929,0.9656,0.7828,0.5882,0.893,0.0007,0.2202,0.5999,31
,28,0,0.0004,10,11,0.1,valid_mcc,adam,12,0.5885,0.9775,0.9574,0.5885,0.566,0.9093,0.0012,0.1876,0.5978,28
,28,0,0.0004,10,12,0.1,valid_mcc,adam,12,0.4498,0.9928,0.9646,0.7726,0.5735,0.8895,0.0013,0.2064,0.5956,27
,28,0,0.0004,10,13,0.1,valid_mcc,adam,12,0.5104,0.9893,0.9645,0.7223,0.5897,0.9155,0.0008,0.1831,0.5997,31
,28,0,0.0004,10,14,0.1,valid_mcc,adam,12,0.437,0.9936,0.9648,0.7896,0.5719,0.9035,0.0022,0.2075,0.6002,25
,28,0,0.0004,10,15,0.1,valid_mcc,adam,12,0.4163,0.9946,0.9646,0.808,0.565,0.8941,0.0002,0.2293,0.598,36
,28,0,0.0004,10,16,0.1,valid_mcc,adam,12,0.4274,0.9942,0.9648,0.8,0.5696,0.8949,0.0002,0.2342,0.6099,40
,28,0,0.0004,10,17,0.1,valid_mcc,adam,12,0.5167,0.9899,0.9654,0.7364,0.5999,0.8956,0.0004,0.2024,0.6026,38
,28,0,0.0004,10,18,0.1,valid_mcc,adam,12,0.4354,0.994,0.9651,0.7982,0.5743,0.8958,0.0005,0.2339,0.5973,37
,28,0,0.0004,10,19,0.1,valid_mcc,adam,12,0.5518,0.9859,0.9634,0.6811,0.5943,0.9212,0.0016,0.1692,0.6012,28
,28,0,0.0004,10,20,0.05,valid_mcc,adam,12,0.4705,0.9927,0.9656,0.7784,0.5894,0.9033,0.0007,0.1981,0.5971,33
,28,0,0.0004,10,21,0.05,valid_mcc,adam,12,0.5694,0.9813,0.9599,0.6241,0.5751,0.9044,0.0012,0.1737,0.5974,31
,28,0,0.0004,10,22,0.05,valid_mcc,adam,12,0.4976,0.9883,0.9629,0.6996,0.5717,0.9029,0.0016,0.175,0.5901,30
,28,0,0.0004,10,23,0.05,valid_mcc,adam,12,0.4769,0.991,0.9644,0.7438,0.5787,0.9114,0.0012,0.1928,0.5957,31
,28,0,0.0004,10,24,0.05,valid_mcc,adam,12,0.5774,0.9844,0.9633,0.6691,0.6025,0.9116,0.0012,0.1717,0.5905,32
,28,0,0.0004,10,25,0.05,valid_mcc,adam,12,0.5534,0.9859,0.9635,0.6817,0.5955,0.9062,0.0008,0.1753,0.6077,32
,28,0,0.0004,10,26,0.05,valid_mcc,adam,12,0.4992,0.9909,0.9654,0.7488,0.5948,0.9,0.001,0.1865,0.5946,37
,28,0,0.0004,10,27,0.05,valid_mcc,adam,12,0.5104,0.9896,0.9648,0.7289,0.5927,0.9043,0.0007,0.1987,0.5892,35
,28,0,0.0004,10,28,0.05,valid_mcc,adam,12,0.5821,0.9832,0.9624,0.6541,0.5975,0.9198,0.0028,0.154,0.5895,23
,28,0,0.0004,10,29,0.05,valid_mcc,adam,12,0.4673,0.9929,0.9656,0.7813,0.5886,0.9019,0.0006,0.1896,0.6134,33
,28,0,0.0004,10,30,0.05,valid_mcc,adam,12,0.4992,0.9912,0.9657,0.756,0.598,0.9073,0.0013,0.1793,0.5842,29
,28,0,0.0004,10,31,0.05,valid_mcc,adam,12,0.4434,0.9928,0.9643,0.7701,0.5683,0.9056,0.0007,0.2026,0.5939,34
,28,0,0.0004,10,32,0.05,valid_mcc,adam,12,0.5136,0.988,0.9634,0.7,0.5813,0.9092,0.0006,0.1825,0.5963,34
,28,0,0.0004,10,33,0.05,valid_mcc,adam,12,0.4561,0.9922,0.9645,0.7627,0.5735,0.8959,0.001,0.2089,0.6059,32
,28,0,0.0004,10,34,0.05,valid_mcc,adam,12,0.488,0.9921,0.966,0.7708,0.5974,0.8994,0.0005,0.2131,0.6101,37
,28,0,0.0004,10,35,0.05,valid_mcc,adam,12,0.3844,0.9957,0.9641,0.831,0.5509,0.8772,0.0005,0.2519,0.5996,48
,28,0,0.0004,10,36,0.05,valid_mcc,adam,12,0.4418,0.994,0.9654,0.8006,0.5796,0.894,0.0003,0.2324,0.5946,39
,28,0,0.0004,10,37,0.05,valid_mcc,adam,12,0.5407,0.9865,0.9634,0.6862,0.5905,0.9059,0.0009,0.1851,0.5854,37
,28,0,0.0004,10,38,0.05,valid_mcc,adam,12,0.496,0.9897,0.9642,0.7249,0.5822,0.9097,0.0017,0.1819,0.5957,27
,28,0,0.0004,10,39,0.05,valid_mcc,adam,12,0.4434,0.9922,0.9638,0.7575,0.5631,0.8974,0.0005,0.198,0.6075,34
,28,0,0.0004,10,40,0.05,valid_mcc,adam,12,0.4274,0.995,0.9656,0.8246,0.5792,0.881,0.0002,0.2313,0.5934,46
,28,0,0.0004,10,41,0.05,valid_mcc,adam,12,0.5263,0.9817,0.9581,0.6111,0.5454,0.9062,0.0015,0.1594,0.5925,29
,28,0,0.0004,10,42,0.05,valid_mcc,adam,12,0.4466,0.994,0.9656,0.8023,0.5835,0.8972,0.0002,0.2251,0.6043,45
,28,0,0.0004,10,43,0.05,valid_mcc,adam,12,0.4402,0.9942,0.9655,0.8047,0.5801,0.899,0.0006,0.2184,0.6141,42
,28,0,0.0004,10,44,0.05,valid_mcc,adam,12,0.5375,0.9877,0.9644,0.705,0.5976,0.8982,0.0005,0.1851,0.5963,32
,28,0,0.0004,10,45,0.05,valid_mcc,adam,12,0.4306,0.9943,0.9651,0.8036,0.5732,0.8966,0.001,0.2057,0.5942,31
,28,0,0.0004,10,46,0.05,valid_mcc,adam,12,0.4896,0.9895,0.9636,0.7173,0.5749,0.9087,0.0007,0.1901,0.5988,34
,28,0,0.0004,10,47,0.05,valid_mcc,adam,12,0.4976,0.9892,0.9637,0.7156,0.579,0.897,0.0007,0.1891,0.5989,35
,28,0,0.0004,10,48,0.05,valid_mcc,adam,12,0.5152,0.99,0.9654,0.7374,0.5995,0.9014,0.0013,0.1699,0.594,30
,28,0,0.0004,10,49,0.05,valid_mcc,adam,12,0.4721,0.9909,0.964,0.7382,0.5733,0.9045,0.0014,0.1717,0.5888,27
,28,0,0.0004,10,50,0.05,valid_mcc,adam,12,0.5694,0.9843,0.9628,0.6648,0.596,0.8988,0.0018,0.1784,0.6112,25
,28,0,0.0004,10,51,0.05,valid_mcc,adam,12,0.4801,0.992,0.9655,0.7659,0.5903,0.8964,0.0011,0.1916,0.5971,33
,28,0,0.0004,10,52,0.05,valid_mcc,adam,12,0.5072,0.9903,0.9653,0.7413,0.5963,0.9055,0.0006,0.1933,0.5941,37
,28,0,0.0004,10,53,0.05,valid_mcc,adam,12,0.496,0.9893,0.9637,0.7166,0.5785,0.9074,0.0015,0.1981,0.592,29
,28,0,0.0004,10,54,0.05,valid_mcc,adam,12,0.429,0.9947,0.9654,0.8152,0.5766,0.8871,0.0003,0.24,0.6021,46
,28,0,0.0004,10,55,0.05,valid_mcc,adam,12,0.4705,0.9929,0.9658,0.7825,0.5911,0.8938,0.0002,0.2255,0.5987,51
,28,0,0.0004,10,56,0.05,valid_mcc,adam,12,0.5805,0.9809,0.9602,0.6244,0.5812,0.9065,0.0021,0.1554,0.5959,25
,28,0,0.0004,10,57,0.05,valid_mcc,adam,12,0.6045,0.9785,0.9591,0.6054,0.5834,0.9159,0.002,0.1781,0.586,22
,28,0,0.0004,10,58,0.05,valid_mcc,adam,12,0.5582,0.9833,0.9613,0.6458,0.5803,0.9105,0.0015,0.166,0.6018,27
,28,0,0.0004,10,59,0.05,valid_mcc,adam,12,0.4577,0.9925,0.9648,0.7694,0.5774,0.8995,0.0005,0.2069,0.5859,36
,28,0,0.0004,10,60,0.05,valid_mcc,adam,12,0.6045,0.973,0.9539,0.5501,0.5524,0.9017,0.0016,0.1735,0.5876,25
,28,0,0.0004,10,61,0.05,valid_mcc,adam,12,0.4322,0.9936,0.9645,0.7855,0.5671,0.9043,0.0011,0.2093,0.5898,33
,28,0,0.0004,10,62,0.05,valid_mcc,adam,12,0.5439,0.9867,0.9637,0.6903,0.5943,0.9088,0.0024,0.1708,0.6001,24
